accident_no,surface_cond_desc
T20140012714,Wet
T20140012716,Dry
T20140012717,Dry
T20140012718,Dry
T20140012719,Dry
T20140012720,Dry
T20140012723,Dry
T20140012724,Dry
T20140012726,Dry
T20140012728,Dry
T20140012731,Dry
T20140012735,Dry
T20140012740,Unknown
T20140012741,Dry
T20140012745,Unknown
T20140012746,Dry
T20140012751,Wet
T20140012752,Wet
T20140012753,Dry
T20140012756,Dry
T20140012757,Dry
T20140012758,Unknown
T20140012759,Dry
T20140012762,Dry
T20140012763,Dry
T20140012765,Dry
T20140012766,Dry
T20140012767,Wet
T20140012769,Dry
T20140012770,Dry
T20140012772,Unknown
T20140012773,Dry
T20140012774,Dry
T20140012775,Dry
T20140012777,Dry
T20140012784,Dry
T20140012786,Wet
T20140012788,Dry
T20140012789,Wet
T20140012789,Muddy
T20140012790,Wet
T20140012793,Dry
T20140012794,Dry
T20140012797,Wet
T20140012798,Dry
T20140012799,Dry
T20140012800,Dry
T20140012802,Dry
T20140012803,Wet
T20140012810,Dry
T20140012814,Dry
T20140012819,Dry
T20140012820,Dry
T20140012822,Dry
T20140012823,Dry
T20140012825,Dry
T20140012826,Dry
T20140012831,Dry
T20140012833,Dry
T20140012834,Dry
T20140012837,Dry
T20140012838,Dry
T20140012840,Unknown
T20140012842,Dry
T20140012843,Dry
T20140012846,Dry
T20140012847,Dry
T20140012849,Dry
T20140012850,Dry
T20140012852,Dry
T20140012855,Dry
T20140012858,Dry
T20140012859,Dry
T20140012861,Dry
T20140012865,Unknown
T20140012866,Dry
T20140012869,Dry
T20140012871,Dry
T20140012872,Dry
T20140012873,Dry
T20140012876,Unknown
T20140012877,Wet
T20140012879,Dry
T20140012881,Wet
T20140012883,Dry
T20140012884,Dry
T20140012885,Dry
T20140012886,Dry
T20140012887,Wet
T20140012888,Unknown
T20140012889,Dry
T20140012890,Wet
T20140012891,Dry
T20140012892,Wet
T20140012893,Wet
T20140012895,Wet
T20140012900,Dry
T20140012901,Dry
T20140012903,Wet
T20140012904,Dry
T20140012909,Dry
T20140012913,Wet
T20140012914,Wet
T20140012919,Wet
T20140012920,Dry
T20140012922,Dry
T20140012924,Wet
T20140012925,Dry
T20140012926,Dry
T20140012927,Wet
T20140012928,Wet
T20140012932,Dry
T20140012933,Wet
T20140012934,Dry
T20140012936,Unknown
T20140012937,Wet
T20140012940,Wet
T20140012941,Dry
T20140012942,Wet
T20140012945,Wet
T20140012946,Dry
T20140012948,Wet
T20140012950,Dry
T20140012951,Unknown
T20140012952,Wet
T20140012954,Dry
T20140012955,Dry
T20140012956,Dry
T20140012957,Wet
T20140012960,Wet
T20140012961,Dry
T20140012962,Wet
T20140012963,Dry
T20140012965,Wet
T20140012966,Dry
T20140012968,Dry
T20140012970,Wet
T20140012972,Wet
T20140012974,Dry
T20140012975,Wet
T20140012977,Muddy
T20140012978,Dry
T20140012979,Wet
T20140012980,Wet
T20140012982,Wet
T20140012984,Unknown
T20140012989,Wet
T20140012990,Dry
T20140012993,Wet
T20140012995,Dry
T20140012999,Wet
T20140013007,Wet
T20140013007,Muddy
T20140013008,Wet
T20140013009,Wet
T20140013012,Wet
T20140013018,Unknown
T20140013024,Dry
T20140013026,Dry
T20140013028,Dry
T20140013029,Unknown
T20140013031,Wet
T20140013034,Wet
T20140013036,Wet
T20140013037,Dry
T20140013040,Wet
T20140013045,Wet
T20140013050,Wet
T20140013051,Dry
T20140013052,Wet
T20140013053,Wet
T20140013054,Unknown
T20140013055,Wet
T20140013057,Dry
T20140013058,Wet
T20140013059,Wet
T20140013060,Dry
T20140013062,Dry
T20140013063,Wet
T20140013064,Dry
T20140013065,Dry
T20140013066,Dry
T20140013067,Unknown
T20140013069,Dry
T20140013071,Dry
T20140013073,Dry
T20140013077,Dry
T20140013079,Dry
T20140013080,Wet
T20140013081,Dry
T20140013083,Wet
T20140013084,Dry
T20140013086,Dry
T20140013088,Dry
T20140013089,Wet
T20140013090,Dry
T20140013091,Dry
T20140013092,Dry
T20140013093,Wet
T20140013095,Dry
T20140013097,Unknown
T20140013098,Wet
T20140013099,Dry
T20140013100,Dry
T20140013101,Dry
T20140013102,Dry
T20140013104,Unknown
T20140013105,Dry
T20140013107,Wet
T20140013108,Wet
T20140013109,Wet
T20140013109,Icy
T20140013113,Unknown
T20140013114,Wet
T20140013115,Wet
T20140013116,Dry
T20140013124,Dry
T20140013126,Wet
T20140013127,Wet
T20140013128,Dry
T20140013133,Dry
T20140013134,Wet
T20140013136,Dry
T20140013137,Dry
T20140013138,Dry
T20140013139,Dry
T20140013140,Wet
T20140013141,Wet
T20140013142,Dry
T20140013143,Unknown
T20140013147,Dry
T20140013148,Dry
T20140013150,Unknown
T20140013151,Dry
T20140013152,Wet
T20140013153,Dry
T20140013154,Unknown
T20140013155,Unknown
T20140013156,Dry
T20140013157,Dry
T20140013159,Unknown
T20140013160,Unknown
T20140013164,Dry
T20140013167,Dry
T20140013168,Dry
T20140013169,Wet
T20140013170,Wet
T20140013173,Dry
T20140013178,Dry
T20140013179,Unknown
T20140013182,Wet
T20140013187,Dry
T20140013188,Dry
T20140013189,Wet
T20140013199,Dry
T20140013204,Dry
T20140013205,Dry
T20140013208,Dry
T20140013212,Dry
T20140013213,Dry
T20140013217,Dry
T20140013218,Wet
T20140013218,Muddy
T20140013219,Unknown
T20140013220,Dry
T20140013221,Dry
T20140013222,Dry
T20140013223,Dry
T20140013224,Dry
T20140013225,Dry
T20140013227,Dry
T20140013228,Wet
T20140013229,Wet
T20140013230,Dry
T20140013233,Dry
T20140013234,Dry
T20140013235,Wet
T20140013236,Dry
T20140013240,Dry
T20140013242,Dry
T20140013244,Dry
T20140013245,Muddy
T20140013247,Dry
T20140013248,Dry
T20140013249,Dry
T20140013250,Dry
T20140013251,Dry
T20140013252,Dry
T20140013254,Dry
T20140013255,Dry
T20140013256,Dry
T20140013259,Dry
T20140013260,Dry
T20140013262,Dry
T20140013264,Dry
T20140013266,Dry
T20140013268,Dry
T20140013270,Dry
T20140013272,Dry
T20140013273,Dry
T20140013274,Dry
T20140013276,Dry
T20140013279,Wet
T20140013281,Wet
T20140013282,Wet
T20140013284,Dry
T20140013285,Dry
T20140013286,Dry
T20140013290,Dry
T20140013291,Dry
T20140013292,Dry
T20140013294,Wet
T20140013295,Dry
T20140013297,Wet
T20140013298,Dry
T20140013300,Wet
T20140013301,Dry
T20140013302,Dry
T20140013303,Dry
T20140013304,Unknown
T20140013306,Dry
T20140013308,Dry
T20140013309,Dry
T20140013312,Wet
T20140013313,Dry
T20140013315,Wet
T20140013317,Wet
T20140013318,Dry
T20140013320,Wet
T20140013324,Dry
T20140013329,Wet
T20140013330,Wet
T20140013332,Dry
T20140013334,Wet
T20140013336,Wet
T20140013338,Wet
T20140013342,Wet
T20140013343,Wet
T20140013344,Dry
T20140013351,Wet
T20140013354,Dry
T20140013358,Dry
T20140013359,Wet
T20140013361,Unknown
T20140013362,Wet
T20140013363,Wet
T20140013365,Wet
T20140013366,Wet
T20140013367,Wet
T20140013370,Wet
T20140013372,Wet
T20140013373,Dry
T20140013375,Wet
T20140013376,Wet
T20140013377,Wet
T20140013378,Unknown
T20140013380,Wet
T20140013384,Wet
T20140013385,Wet
T20140013388,Dry
T20140013391,Wet
T20140013393,Wet
T20140013394,Wet
T20140013395,Wet
T20140013397,Wet
T20140013399,Dry
T20140013401,Wet
T20140013404,Wet
T20140013405,Dry
T20140013409,Dry
T20140013411,Dry
T20140013413,Wet
T20140013414,Dry
T20140013416,Wet
T20140013420,Unknown
T20140013422,Dry
T20140013423,Dry
T20140013427,Wet
T20140013428,Wet
T20140013429,Dry
T20140013430,Wet
T20140013431,Wet
T20140013433,Dry
T20140013434,Unknown
T20140013435,Wet
T20140013436,Dry
T20140013437,Dry
T20140013438,Dry
T20140013439,Dry
T20140013440,Dry
T20140013442,Wet
T20140013443,Dry
T20140013444,Wet
T20140013445,Dry
T20140013448,Wet
T20140013452,Wet
T20140013453,Wet
T20140013456,Wet
T20140013459,Dry
T20140013460,Wet
T20140013463,Dry
T20140013465,Wet
T20140013467,Unknown
T20140013468,Wet
T20140013472,Wet
T20140013474,Wet
T20140013475,Unknown
T20140013476,Wet
T20140013476,Muddy
T20140013477,Unknown
T20140013478,Wet
T20140013479,Wet
T20140013484,Dry
T20140013485,Dry
T20140013488,Dry
T20140013489,Wet
T20140013491,Wet
T20140013492,Unknown
T20140013494,Wet
T20140013498,Dry
T20140013501,Wet
T20140013503,Dry
T20140013504,Unknown
T20140013506,Unknown
T20140013507,Dry
T20140013508,Wet
T20140013509,Dry
T20140013510,Wet
T20140013511,Dry
T20140013512,Dry
T20140013515,Wet
T20140013516,Dry
T20140013518,Dry
T20140013519,Wet
T20140013522,Dry
T20140013523,Unknown
T20140013524,Unknown
T20140013528,Unknown
T20140013529,Wet
T20140013531,Dry
T20140013531,Wet
T20140013532,Dry
T20140013534,Dry
T20140013536,Dry
T20140013539,Dry
T20140013544,Dry
T20140013546,Dry
T20140013547,Dry
T20140013548,Dry
T20140013549,Dry
T20140013550,Dry
T20140013551,Dry
T20140013552,Dry
T20140013554,Dry
T20140013555,Wet
T20140013556,Dry
T20140013557,Dry
T20140013561,Dry
T20140013562,Dry
T20140013563,Unknown
T20140013564,Dry
T20140013565,Dry
T20140013566,Dry
T20140013567,Dry
T20140013569,Unknown
T20140013572,Dry
T20140013576,Wet
T20140013577,Unknown
T20140013580,Dry
T20140013582,Dry
T20140013583,Dry
T20140013588,Dry
T20140013589,Dry
T20140013593,Dry
T20140013594,Dry
T20140013596,Dry
T20140013597,Unknown
T20140013598,Dry
T20140013599,Dry
T20140013601,Dry
T20140013604,Dry
T20140013605,Dry
T20140013608,Dry
T20140013609,Dry
T20140013610,Dry
T20140013611,Dry
T20140013614,Dry
T20140013615,Dry
T20140013616,Dry
T20140013620,Dry
T20140013622,Dry
T20140013624,Dry
T20140013627,Dry
T20140013628,Dry
T20140013632,Dry
T20140013637,Dry
T20140013640,Dry
T20140013642,Dry
T20140013646,Wet
T20140013648,Dry
T20140013650,Dry
T20140013651,Wet
T20140013653,Dry
T20140013654,Wet
T20140013655,Dry
T20140013656,Dry
T20140013657,Wet
T20140013662,Dry
T20140013663,Dry
T20140013666,Dry
T20140013669,Unknown
T20140013672,Dry
T20140013673,Dry
T20140013674,Wet
T20140013674,Icy
T20140013675,Dry
T20140013678,Dry
T20140013679,Dry
T20140013680,Dry
T20140013682,Dry
T20140013683,Dry
T20140013685,Dry
T20140013686,Dry
T20140013688,Dry
T20140013689,Dry
T20140013693,Dry
T20140013696,Dry
T20140013701,Dry
T20140013703,Dry
T20140013705,Dry
T20140013706,Dry
T20140013707,Dry
T20140013708,Wet
T20140013709,Dry
T20140013711,Dry
T20140013712,Dry
T20140013713,Dry
T20140013715,Dry
T20140013716,Dry
T20140013717,Dry
T20140013718,Dry
T20140013719,Dry
T20140013721,Dry
T20140013722,Dry
T20140013723,Dry
T20140013725,Dry
T20140013730,Wet
T20140013732,Unknown
T20140013734,Wet
T20140013735,Wet
T20140013737,Dry
T20140013739,Wet
T20140013740,Dry
T20140013742,Dry
T20140013743,Dry
T20140013746,Dry
T20140013747,Dry
T20140013748,Dry
T20140013749,Dry
T20140013750,Dry
T20140013751,Unknown
T20140013753,Wet
T20140013753,Muddy
T20140013755,Wet
T20140013756,Wet
T20140013757,Dry
T20140013758,Dry
T20140013764,Dry
T20140013768,Dry
T20140013769,Dry
T20140013771,Dry
T20140013773,Dry
T20140013774,Dry
T20140013776,Dry
T20140013781,Dry
T20140013782,Wet
T20140013782,Icy
T20140013788,Dry
T20140013790,Wet
T20140013791,Dry
T20140013792,Dry
T20140013793,Dry
T20140013796,Wet
T20140013797,Dry
T20140013800,Wet
T20140013802,Dry
T20140013803,Dry
T20140013804,Dry
T20140013806,Wet
T20140013808,Dry
T20140013809,Dry
T20140013810,Wet
T20140013811,Wet
T20140013816,Dry
T20140013817,Wet
T20140013820,Wet
T20140013822,Dry
T20140013823,Wet
T20140013825,Unknown
T20140013827,Dry
T20140013829,Dry
T20140013830,Icy
T20140013831,Wet
T20140013832,Dry
T20140013834,Wet
T20140013836,Wet
T20140013837,Dry
T20140013839,Wet
T20140013839,Muddy
T20140013841,Wet
T20140013842,Dry
T20140013843,Wet
T20140013844,Dry
T20140013845,Dry
T20140013849,Wet
T20140013850,Dry
T20140013852,Wet
T20140013852,Muddy
T20140013853,Dry
T20140013854,Wet
T20140013855,Dry
T20140013857,Wet
T20140013858,Wet
T20140013859,Dry
T20140013860,Dry
T20140013871,Wet
T20140013872,Dry
T20140013874,Dry
T20140013876,Dry
T20140013877,Unknown
T20140013878,Dry
T20140013880,Wet
T20140013881,Dry
T20140013882,Wet
T20140013885,Wet
T20140013886,Dry
T20140013887,Dry
T20140013888,Dry
T20140013889,Wet
T20140013890,Dry
T20140013891,Dry
T20140013894,Wet
T20140013894,Muddy
T20140013895,Dry
T20140013898,Unknown
T20140013900,Unknown
T20140013903,Unknown
T20140013904,Wet
T20140013907,Unknown
T20140013908,Unknown
T20140013910,Wet
T20140013910,Icy
T20140013911,Wet
T20140013912,Dry
T20140013913,Wet
T20140013920,Wet
T20140013924,Dry
T20140013927,Wet
T20140013929,Dry
T20140013934,Wet
T20140013935,Dry
T20140013939,Dry
T20140013940,Dry
T20140013941,Wet
T20140013946,Unknown
T20140013947,Dry
T20140013949,Dry
T20140013950,Dry
T20140013953,Dry
T20140013954,Dry
T20140013956,Dry
T20140013957,Dry
T20140013958,Dry
T20140013960,Dry
T20140013963,Muddy
T20140013964,Dry
T20140013970,Dry
T20140013972,Dry
T20140013973,Dry
T20140013975,Unknown
T20140013978,Dry
T20140013981,Dry
T20140013986,Dry
T20140013988,Dry
T20140013991,Dry
T20140013993,Dry
T20140013994,Dry
T20140013996,Dry
T20140013998,Dry
T20140014000,Dry
T20140014002,Dry
T20140014003,Dry
T20140014004,Dry
T20140014005,Dry
T20140014006,Dry
T20140014007,Dry
T20140014016,Wet
T20140014020,Dry
T20140014021,Wet
T20140014022,Dry
T20140014026,Dry
T20140014027,Dry
T20140014028,Dry
T20140014031,Dry
T20140014033,Dry
T20140014034,Dry
T20140014035,Dry
T20140014036,Unknown
T20140014037,Dry
T20140014042,Dry
T20140014043,Dry
T20140014045,Dry
T20140014047,Dry
T20140014049,Dry
T20140014051,Unknown
T20140014052,Dry
T20140014053,Dry
T20140014057,Dry
T20140014060,Dry
T20140014063,Dry
T20140014066,Unknown
T20140014067,Dry
T20140014068,Unknown
T20140014071,Wet
T20140014072,Dry
T20140014074,Dry
T20140014075,Dry
T20140014076,Dry
T20140014079,Dry
T20140014080,Dry
T20140014082,Dry
T20140014087,Dry
T20140014088,Wet
T20140014089,Dry
T20140014090,Dry
T20140014091,Dry
T20140014092,Unknown
T20140014093,Wet
T20140014093,Muddy
T20140014096,Dry
T20140014098,Dry
T20140014099,Dry
T20140014100,Dry
T20140014103,Wet
T20140014105,Unknown
T20140014107,Wet
T20140014108,Wet
T20140014109,Dry
T20140014111,Dry
T20140014112,Wet
T20140014116,Dry
T20140014120,Unknown
T20140014121,Dry
T20140014123,Wet
T20140014126,Wet
T20140014127,Dry
T20140014128,Wet
T20140014130,Dry
T20140014131,Wet
T20140014131,Icy
T20140014138,Wet
T20140014139,Wet
T20140014140,Wet
T20140014142,Wet
T20140014143,Wet
T20140014146,Wet
T20140014147,Unknown
T20140014148,Wet
T20140014152,Wet
T20140014152,Muddy
T20140014153,Wet
T20140014155,Wet
T20140014156,Wet
T20140014158,Dry
T20140014162,Wet
T20140014163,Wet
T20140014165,Wet
T20140014170,Dry
T20140014171,Unknown
T20140014175,Dry
T20140014177,Wet
T20140014179,Dry
T20140014181,Dry
T20140014183,Wet
T20140014187,Wet
T20140014188,Wet
T20140014189,Dry
T20140014191,Dry
T20140014192,Wet
T20140014193,Dry
T20140014195,Wet
T20140014196,Wet
T20140014198,Dry
T20140014200,Dry
T20140014201,Wet
T20140014201,Icy
T20140014203,Dry
T20140014205,Dry
T20140014206,Wet
T20140014207,Dry
T20140014210,Unknown
T20140014213,Dry
T20140014215,Wet
T20140014216,Dry
T20140014220,Unknown
T20140014223,Wet
T20140014224,Dry
T20140014225,Wet
T20140014226,Wet
T20140014229,Wet
T20140014232,Dry
T20140014235,Dry
T20140014237,Dry
T20140014238,Dry
T20140014242,Dry
T20140014243,Dry
T20140014244,Dry
T20140014247,Unknown
T20140014248,Wet
T20140014249,Dry
T20140014251,Unknown
T20140014252,Dry
T20140014254,Dry
T20140014256,Wet
T20140014261,Wet
T20140014263,Dry
T20140014266,Wet
T20140014266,Muddy
T20140014267,Wet
T20140014268,Dry
T20140014269,Dry
T20140014270,Wet
T20140014271,Dry
T20140014277,Dry
T20140014279,Dry
T20140014280,Unknown
T20140014282,Unknown
T20140014283,Dry
T20140014284,Dry
T20140014287,Unknown
T20140014289,Wet
T20140014290,Unknown
T20140014291,Dry
T20140014293,Dry
T20140014294,Dry
T20140014296,Dry
T20140014298,Dry
T20140014300,Dry
T20140014301,Unknown
T20140014302,Dry
T20140014303,Unknown
T20140014306,Wet
T20140014308,Wet
T20140014311,Dry
T20140014313,Dry
T20140014314,Dry
T20140014316,Dry
T20140014317,Wet
T20140014319,Dry
T20140014320,Dry
T20140014322,Unknown
T20140014323,Dry
T20140014326,Dry
T20140014331,Dry
T20140014332,Wet
T20140014334,Wet
T20140014346,Wet
T20140014347,Dry
T20140014348,Unknown
T20140014351,Dry
T20140014353,Dry
T20140014354,Dry
T20140014361,Wet
T20140014362,Wet
T20140014366,Dry
T20140014368,Dry
T20140014369,Wet
T20140014371,Wet
T20140014373,Dry
T20140014375,Dry
T20140014376,Wet
T20140014378,Wet
T20140014378,Muddy
T20140014379,Dry
T20140014380,Wet
T20140014381,Wet
T20140014382,Dry
T20140014383,Dry
T20140014384,Wet
T20140014385,Unknown
T20140014386,Wet
T20140014387,Wet
T20140014390,Wet
T20140014394,Wet
T20140014395,Dry
T20140014397,Dry
T20140014398,Dry
T20140014399,Wet
T20140014405,Wet
T20140014407,Wet
T20140014408,Wet
T20140014409,Wet
T20140014410,Wet
T20140014412,Wet
T20140014417,Wet
T20140014421,Wet
T20140014423,Dry
T20140014425,Wet
T20140014427,Dry
T20140014428,Dry
T20140014433,Dry
T20140014434,Dry
T20140014435,Dry
T20140014436,Dry
T20140014438,Dry
T20140014439,Dry
T20140014440,Wet
T20140014441,Wet
T20140014442,Wet
T20140014444,Wet
T20140014444,Muddy
T20140014445,Dry
T20140014448,Snowy
T20140014448,Icy
T20140014449,Dry
T20140014450,Wet
T20140014453,Wet
T20140014455,Dry
T20140014459,Wet
T20140014461,Dry
T20140014462,Unknown
T20140014463,Wet
T20140014464,Dry
T20140014468,Dry
T20140014471,Wet
T20140014472,Wet
T20140014474,Dry
T20140014476,Dry
T20140014478,Muddy
T20140014479,Dry
T20140014481,Wet
T20140014481,Muddy
T20140014482,Dry
T20140014484,Wet
T20140014485,Wet
T20140014486,Wet
T20140014487,Dry
T20140014488,Dry
T20140014494,Dry
T20140014495,Dry
T20140014497,Unknown
T20140014499,Dry
T20140014501,Dry
T20140014503,Dry
T20140014504,Dry
T20140014506,Wet
T20140014507,Dry
T20140014509,Dry
T20140014510,Dry
T20140014512,Muddy
T20140014513,Wet
T20140014514,Unknown
T20140014515,Unknown
T20140014517,Wet
T20140014518,Dry
T20140014523,Unknown
T20140014524,Wet
T20140014526,Dry
T20140014528,Dry
T20140014529,Dry
T20140014530,Dry
T20140014531,Dry
T20140014534,Wet
T20140014536,Dry
T20140014537,Dry
T20140014539,Dry
T20140014541,Wet
T20140014543,Dry
T20140014544,Wet
T20140014546,Wet
T20140014548,Dry
T20140014549,Dry
T20140014551,Dry
T20140014554,Dry
T20140014557,Dry
T20140014558,Unknown
T20140014559,Dry
T20140014562,Wet
T20140014562,Muddy
T20140014563,Dry
T20140014566,Dry
T20140014568,Dry
T20140014569,Dry
T20140014571,Dry
T20140014572,Dry
T20140014573,Dry
T20140014575,Dry
T20140014577,Wet
T20140014578,Dry
T20140014580,Dry
T20140014582,Dry
T20140014583,Dry
T20140014584,Dry
T20140014585,Dry
T20140014586,Dry
T20140014592,Dry
T20140014595,Wet
T20140014597,Wet
T20140014602,Dry
T20140014605,Dry
T20140014607,Dry
T20140014609,Dry
T20140014610,Wet
T20140014612,Wet
T20140014613,Unknown
T20140014614,Wet
T20140014616,Wet
T20140014617,Dry
T20140014618,Unknown
T20140014619,Unknown
T20140014622,Dry
T20140014624,Wet
T20140014625,Dry
T20140014630,Wet
T20140014633,Dry
T20140014636,Wet
T20140014637,Dry
T20140014638,Dry
T20140014640,Dry
T20140014641,Unknown
T20140014642,Dry
T20140014644,Wet
T20140014647,Dry
T20140014651,Dry
T20140014653,Dry
T20140014654,Dry
T20140014656,Dry
T20140014659,Dry
T20140014660,Unknown
T20140014662,Dry
T20140014663,Wet
T20140014664,Dry
T20140014665,Unknown
T20140014666,Dry
T20140014670,Unknown
T20140014672,Dry
T20140014673,Dry
T20140014674,Dry
T20140014675,Dry
T20140014676,Dry
T20140014677,Dry
T20140014679,Dry
T20140014680,Dry
T20140014681,Dry
T20140014685,Dry
T20140014686,Dry
T20140014687,Dry
T20140014688,Dry
T20140014690,Dry
T20140014692,Dry
T20140014693,Dry
T20140014697,Dry
T20140014698,Dry
T20140014701,Dry
T20140014702,Wet
T20140014703,Dry
T20140014704,Unknown
T20140014705,Dry
T20140014706,Wet
T20140014707,Dry
T20140014708,Dry
T20140014709,Dry
T20140014710,Dry
T20140014711,Wet
T20140014712,Dry
T20140014713,Dry
T20140014714,Dry
T20140014715,Wet
T20140014719,Dry
T20140014721,Unknown
T20140014722,Dry
T20140014723,Wet
T20140014724,Wet
T20140014724,Muddy
T20140014725,Dry
T20140014726,Dry
T20140014727,Dry
T20140014728,Dry
T20140014729,Wet
T20140014733,Dry
T20140014734,Wet
T20140014735,Dry
T20140014736,Dry
T20140014737,Wet
T20140014740,Dry
T20140014742,Dry
T20140014751,Dry
T20140014753,Dry
T20140014755,Dry
T20140014756,Wet
T20140014757,Wet
T20140014758,Dry
T20140014759,Wet
T20140014762,Wet
T20140014764,Dry
T20140014766,Wet
T20140014767,Wet
T20140014767,Icy
T20140014768,Wet
T20140014772,Wet
T20140014774,Wet
T20140014775,Wet
T20140014777,Wet
T20140014781,Unknown
T20140014782,Unknown
T20140014783,Dry
T20140014785,Dry
T20140014787,Wet
T20140014789,Dry
T20140014791,Unknown
T20140014794,Wet
T20140014794,Muddy
T20140014795,Wet
T20140014798,Dry
T20140014799,Dry
T20140014803,Wet
T20140014804,Wet
T20140014805,Wet
T20140014809,Dry
T20140014810,Dry
T20140014813,Dry
T20140014816,Wet
T20140014818,Dry
T20140014820,Dry
T20140014828,Dry
T20140014832,Wet
T20140014834,Dry
T20140014836,Dry
T20140014837,Wet
T20140014838,Wet
T20140014840,Wet
T20140014842,Dry
T20140014843,Unknown
T20140014844,Wet
T20140014847,Dry
T20140014849,Wet
T20140014853,Wet
T20140014858,Wet
T20140014860,Dry
T20140014863,Wet
T20140014864,Dry
T20140014866,Wet
T20140014868,Wet
T20140014870,Wet
T20140014871,Dry
T20140014872,Wet
T20140014873,Dry
T20140014874,Dry
T20140014879,Wet
T20140014879,Snowy
T20140014882,Wet
T20140014883,Dry
T20140014885,Wet
T20140014886,Dry
T20140014887,Dry
T20140014889,Dry
T20140014890,Dry
T20140014891,Dry
T20140014892,Unknown
T20140014894,Wet
T20140014896,Dry
T20140014897,Dry
T20140014898,Dry
T20140014899,Dry
T20140014900,Dry
T20140014902,Wet
T20140014903,Wet
T20140014904,Dry
T20140014907,Dry
T20140014909,Wet
T20140014912,Dry
T20140014913,Wet
T20140014915,Wet
T20140014915,Icy
T20140014920,Dry
T20140014921,Dry
T20140014923,Dry
T20140014926,Wet
T20140014927,Wet
T20140014927,Snowy
T20140014928,Dry
T20140014929,Dry
T20140014931,Dry
T20140014936,Dry
T20140014940,Wet
T20140014941,Dry
T20140014942,Dry
T20140014943,Dry
T20140014945,Dry
T20140014946,Wet
T20140014947,Dry
T20140014950,Dry
T20140014951,Dry
T20140014954,Dry
T20140014956,Dry
T20140014964,Dry
T20140014965,Unknown
T20140014968,Dry
T20140014969,Dry
T20140014970,Dry
T20140014973,Dry
