accident_no,surface_cond_desc
T20140010190,Dry
T20140010192,Dry
T20140010194,Dry
T20140010196,Dry
T20140010197,Dry
T20140010200,Dry
T20140010206,Dry
T20140010208,Dry
T20140010209,Dry
T20140010211,Dry
T20140010214,Dry
T20140010221,Dry
T20140010223,Dry
T20140010225,Dry
T20140010235,Dry
T20140010236,Dry
T20140010238,Dry
T20140010240,Dry
T20140010242,Dry
T20140010243,Dry
T20140010244,Dry
T20140010246,Dry
T20140010250,Dry
T20140010252,Dry
T20140010254,Unknown
T20140010255,Wet
T20140010256,Dry
T20140010257,Dry
T20140010258,Unknown
T20140010262,Dry
T20140010264,Dry
T20140010266,Unknown
T20140010267,Dry
T20140010268,Dry
T20140010270,Dry
T20140010272,Dry
T20140010274,Dry
T20140010275,Dry
T20140010277,Dry
T20140010280,Dry
T20140010281,Dry
T20140010282,Dry
T20140010283,Dry
T20140010284,Dry
T20140010285,Unknown
T20140010288,Dry
T20140010289,Dry
T20140010290,Dry
T20140010292,Dry
T20140010293,Dry
T20140010294,Dry
T20140010295,Dry
T20140010296,Dry
T20140010297,Dry
T20140010299,Dry
T20140010302,Dry
T20140010303,Dry
T20140010306,Unknown
T20140010307,Wet
T20140010309,Wet
T20140010310,Dry
T20140010311,Dry
T20140010315,Dry
T20140010316,Dry
T20140010317,Dry
T20140010318,Dry
T20140010319,Dry
T20140010322,Dry
T20140010324,Dry
T20140010330,Dry
T20140010331,Dry
T20140010333,Dry
T20140010334,Dry
T20140010335,Dry
T20140010336,Dry
T20140010338,Dry
T20140010339,Dry
T20140010341,Dry
T20140010342,Dry
T20140010345,Dry
T20140010346,Dry
T20140010347,Dry
T20140010348,Wet
T20140010350,Dry
T20140010351,Wet
T20140010353,Dry
T20140010354,Dry
T20140010355,Wet
T20140010357,Dry
T20140010359,Dry
T20140010362,Wet
T20140010364,Wet
T20140010367,Dry
T20140010368,Dry
T20140010370,Dry
T20140010376,Dry
T20140010377,Dry
T20140010378,Wet
T20140010381,Dry
T20140010382,Dry
T20140010383,Dry
T20140010385,Dry
T20140010386,Wet
T20140010389,Dry
T20140010390,Dry
T20140010391,Wet
T20140010399,Dry
T20140010401,Wet
T20140010403,Dry
T20140010405,Dry
T20140010409,Dry
T20140010410,Unknown
T20140010411,Dry
T20140010412,Unknown
T20140010413,Wet
T20140010415,Dry
T20140010416,Dry
T20140010418,Unknown
T20140010419,Dry
T20140010421,Dry
T20140010423,Dry
T20140010424,Wet
T20140010426,Wet
T20140010427,Dry
T20140010428,Wet
T20140010431,Wet
T20140010432,Dry
T20140010433,Wet
T20140010434,Dry
T20140010437,Dry
T20140010439,Wet
T20140010442,Dry
T20140010443,Dry
T20140010446,Wet
T20140010447,Wet
T20140010448,Wet
T20140010452,Dry
T20140010454,Dry
T20140010456,Unknown
T20140010457,Wet
T20140010459,Wet
T20140010460,Dry
T20140010463,Unknown
T20140010464,Dry
T20140010465,Dry
T20140010466,Dry
T20140010468,Wet
T20140010471,Dry
T20140010472,Dry
T20140010473,Dry
T20140010474,Dry
T20140010475,Dry
T20140010476,Dry
T20140010478,Dry
T20140010479,Dry
T20140010480,Wet
T20140010484,Dry
T20140010486,Dry
T20140010489,Dry
T20140010491,Dry
T20140010493,Dry
T20140010495,Dry
T20140010497,Wet
T20140010498,Dry
T20140010501,Dry
T20140010502,Dry
T20140010503,Wet
T20140010505,Dry
T20140010506,Unknown
T20140010507,Dry
T20140010509,Dry
T20140010511,Unknown
T20140010512,Unknown
T20140010513,Dry
T20140010516,Unknown
T20140010518,Dry
T20140010519,Dry
T20140010520,Dry
T20140010522,Dry
T20140010524,Dry
T20140010525,Dry
T20140010526,Dry
T20140010527,Dry
T20140010528,Dry
T20140010530,Dry
T20140010531,Dry
T20140010533,Dry
T20140010535,Dry
T20140010538,Dry
T20140010539,Dry
T20140010540,Dry
T20140010542,Dry
T20140010543,Dry
T20140010544,Dry
T20140010545,Dry
T20140010548,Dry
T20140010557,Dry
T20140010558,Dry
T20140010559,Dry
T20140010561,Wet
T20140010563,Dry
T20140010564,Dry
T20140010565,Dry
T20140010566,Dry
T20140010567,Dry
T20140010573,Dry
T20140010574,Dry
T20140010575,Dry
T20140010576,Dry
T20140010577,Dry
T20140010581,Dry
T20140010582,Dry
T20140010583,Dry
T20140010586,Dry
T20140010588,Unknown
T20140010589,Dry
T20140010594,Dry
T20140010597,Dry
T20140010599,Wet
T20140010603,Dry
T20140010605,Dry
T20140010606,Dry
T20140010607,Dry
T20140010608,Dry
T20140010609,Dry
T20140010612,Dry
T20140010615,Wet
T20140010616,Wet
T20140010617,Dry
T20140010618,Unknown
T20140010619,Wet
T20140010620,Wet
T20140010623,Wet
T20140010624,Wet
T20140010625,Wet
T20140010627,Wet
T20140010630,Wet
T20140010633,Dry
T20140010637,Wet
T20140010638,Wet
T20140010639,Wet
T20140010640,Wet
T20140010643,Wet
T20140010645,Wet
T20140010648,Dry
T20140010650,Dry
T20140010651,Dry
T20140010652,Wet
T20140010652,Muddy
T20140010654,Dry
T20140010657,Wet
T20140010658,Wet
T20140010662,Wet
T20140010667,Dry
T20140010671,Dry
T20140010672,Dry
T20140010673,Wet
T20140010674,Wet
T20140010675,Dry
T20140010676,Wet
T20140010677,Dry
T20140010678,Dry
T20140010680,Dry
T20140010681,Wet
T20140010682,Dry
T20140010683,Dry
T20140010688,Dry
T20140010690,Dry
T20140010691,Dry
T20140010692,Dry
T20140010694,Dry
T20140010696,Wet
T20140010698,Wet
T20140010700,Dry
T20140010701,Dry
T20140010704,Dry
T20140010705,Dry
T20140010706,Dry
T20140010708,Dry
T20140010709,Wet
T20140010716,Dry
T20140010717,Dry
T20140010718,Dry
T20140010722,Dry
T20140010724,Dry
T20140010727,Dry
T20140010728,Wet
T20140010731,Wet
T20140010733,Dry
T20140010735,Dry
T20140010736,Dry
T20140010740,Dry
T20140010741,Dry
T20140010742,Dry
T20140010744,Dry
T20140010749,Dry
T20140010750,Dry
T20140010751,Dry
T20140010752,Dry
T20140010753,Wet
T20140010754,Dry
T20140010761,Unknown
T20140010763,Dry
T20140010764,Dry
T20140010765,Dry
T20140010767,Dry
T20140010768,Dry
T20140010769,Dry
T20140010771,Dry
T20140010772,Wet
T20140010773,Dry
T20140010779,Wet
T20140010780,Dry
T20140010782,Dry
T20140010783,Dry
T20140010785,Dry
T20140010786,Dry
T20140010789,Wet
T20140010790,Dry
T20140010791,Wet
T20140010792,Wet
T20140010795,Dry
T20140010796,Dry
T20140010797,Wet
T20140010798,Wet
T20140010800,Dry
T20140010803,Wet
T20140010804,Dry
T20140010806,Dry
T20140010807,Dry
T20140010811,Dry
T20140010813,Muddy
T20140010815,Dry
T20140010816,Dry
T20140010817,Unknown
T20140010818,Dry
T20140010819,Dry
T20140010822,Dry
T20140010824,Dry
T20140010825,Dry
T20140010828,Dry
T20140010829,Dry
T20140010832,Unknown
T20140010833,Dry
T20140010834,Dry
T20140010835,Wet
T20140010836,Dry
T20140010839,Unknown
T20140010840,Dry
T20140010841,Wet
T20140010841,Snowy
T20140010842,Dry
T20140010843,Dry
T20140010844,Dry
T20140010848,Dry
T20140010852,Wet
T20140010853,Dry
T20140010855,Dry
T20140010856,Dry
T20140010857,Dry
T20140010858,Dry
T20140010859,Dry
T20140010861,Dry
T20140010863,Dry
T20140010864,Dry
T20140010866,Dry
T20140010868,Unknown
T20140010869,Dry
T20140010870,Dry
T20140010871,Dry
T20140010874,Dry
T20140010876,Dry
T20140010877,Dry
T20140010878,Wet
T20140010880,Dry
T20140010882,Dry
T20140010885,Dry
T20140010887,Dry
T20140010889,Dry
T20140010892,Dry
T20140010893,Dry
T20140010896,Dry
T20140010899,Unknown
T20140010903,Dry
T20140010904,Unknown
T20140010905,Dry
T20140010906,Dry
T20140010907,Dry
T20140010909,Dry
T20140010910,Unknown
T20140010911,Dry
T20140010912,Dry
T20140010919,Dry
T20140010921,Dry
T20140010922,Dry
T20140010924,Dry
T20140010925,Wet
T20140010927,Dry
T20140010928,Dry
T20140010929,Dry
T20140010932,Unknown
T20140010934,Dry
T20140010935,Dry
T20140010939,Dry
T20140010940,Dry
T20140010941,Wet
T20140010944,Wet
T20140010946,Dry
T20140010947,Dry
T20140010948,Dry
T20140010949,Dry
T20140010951,Dry
T20140010953,Unknown
T20140010954,Wet
T20140010955,Dry
T20140010957,Wet
T20140010960,Dry
T20140010961,Dry
T20140010963,Dry
T20140010965,Dry
T20140010966,Dry
T20140010971,Wet
T20140010973,Dry
T20140010974,Dry
T20140010975,Dry
T20140010976,Dry
T20140010977,Dry
T20140010979,Unknown
T20140010980,Dry
T20140010981,Unknown
T20140010982,Dry
T20140010983,Wet
T20140010985,Wet
T20140010986,Wet
T20140010991,Unknown
T20140010993,Dry
T20140010995,Dry
T20140010996,Dry
T20140010999,Dry
T20140011000,Dry
T20140011001,Wet
T20140011005,Wet
T20140011008,Unknown
T20140011009,Wet
T20140011009,Muddy
T20140011011,Dry
T20140011012,Dry
T20140011013,Unknown
T20140011017,Dry
T20140011018,Wet
T20140011021,Dry
T20140011023,Unknown
T20140011024,Dry
T20140011026,Dry
T20140011028,Dry
T20140011034,Dry
T20140011036,Dry
T20140011038,Wet
T20140011039,Wet
T20140011040,Dry
T20140011041,Dry
T20140011043,Dry
T20140011045,Dry
T20140011046,Dry
T20140011047,Dry
T20140011048,Wet
T20140011053,Dry
T20140011054,Dry
T20140011055,Dry
T20140011056,Dry
T20140011061,Dry
T20140011066,Wet
T20140011067,Dry
T20140011068,Dry
T20140011069,Dry
T20140011070,Unknown
T20140011073,Dry
T20140011074,Dry
T20140011077,Dry
T20140011078,Dry
T20140011079,Dry
T20140011083,Dry
T20140011084,Dry
T20140011085,Dry
T20140011087,Dry
T20140011089,Dry
T20140011091,Dry
T20140011092,Wet
T20140011093,Dry
T20140011097,Wet
T20140011098,Dry
T20140011099,Unknown
T20140011100,Unknown
T20140011104,Dry
T20140011105,Wet
T20140011106,Dry
T20140011107,Dry
T20140011108,Dry
T20140011109,Dry
T20140011111,Dry
T20140011112,Dry
T20140011113,Dry
T20140011114,Wet
T20140011116,Wet
T20140011117,Wet
T20140011118,Dry
T20140011120,Dry
T20140011121,Unknown
T20140011124,Dry
T20140011125,Dry
T20140011126,Dry
T20140011129,Dry
T20140011131,Dry
T20140011133,Dry
T20140011136,Dry
T20140011137,Wet
T20140011137,Muddy
T20140011138,Dry
T20140011139,Dry
T20140011140,Wet
T20140011142,Dry
T20140011143,Dry
T20140011146,Dry
T20140011147,Dry
T20140011149,Dry
T20140011150,Dry
T20140011151,Wet
T20140011152,Dry
T20140011155,Unknown
T20140011156,Unknown
T20140011157,Unknown
T20140011160,Dry
T20140011161,Dry
T20140011167,Dry
T20140011173,Dry
T20140011174,Dry
T20140011176,Dry
T20140011179,Dry
T20140011180,Dry
T20140011181,Dry
T20140011182,Unknown
T20140011183,Dry
T20140011184,Unknown
T20140011185,Dry
T20140011186,Dry
T20140011188,Dry
T20140011189,Dry
T20140011191,Dry
T20140011193,Dry
T20140011194,Unknown
T20140011197,Dry
T20140011198,Dry
T20140011199,Dry
T20140011200,Dry
T20140011201,Dry
T20140011202,Dry
T20140011203,Dry
T20140011204,Dry
T20140011206,Dry
T20140011207,Dry
T20140011208,Dry
T20140011209,Dry
T20140011210,Dry
T20140011212,Dry
T20140011214,Dry
T20140011215,Dry
T20140011225,Dry
T20140011228,Dry
T20140011229,Dry
T20140011230,Dry
T20140011231,Dry
T20140011232,Dry
T20140011237,Dry
T20140011239,Dry
T20140011240,Dry
T20140011241,Wet
T20140011242,Dry
T20140011243,Dry
T20140011244,Wet
T20140011245,Wet
T20140011246,Dry
T20140011248,Dry
T20140011256,Dry
T20140011257,Dry
T20140011261,Dry
T20140011264,Dry
T20140011268,Dry
T20140011269,Dry
T20140011271,Dry
T20140011272,Dry
T20140011273,Dry
T20140011275,Dry
T20140011278,Wet
T20140011279,Wet
T20140011280,Dry
T20140011282,Dry
T20140011285,Dry
T20140011287,Wet
T20140011288,Wet
T20140011291,Wet
T20140011292,Wet
T20140011297,Dry
T20140011300,Dry
T20140011307,Wet
T20140011309,Wet
T20140011310,Wet
T20140011311,Wet
T20140011312,Dry
T20140011313,Wet
T20140011315,Wet
T20140011317,Wet
T20140011318,Wet
T20140011319,Wet
T20140011320,Dry
T20140011321,Dry
T20140011322,Wet
T20140011325,Wet
T20140011327,Wet
T20140011329,Wet
T20140011331,Wet
T20140011333,Dry
T20140011337,Wet
T20140011339,Wet
T20140011340,Wet
T20140011343,Wet
T20140011344,Wet
T20140011349,Dry
T20140011350,Dry
T20140011352,Wet
T20140011353,Wet
T20140011354,Wet
T20140011355,Wet
T20140011356,Wet
T20140011361,Wet
T20140011364,Dry
T20140011367,Wet
T20140011371,Dry
T20140011372,Dry
T20140011374,Dry
T20140011378,Dry
T20140011379,Dry
T20140011380,Dry
T20140011381,Wet
T20140011382,Dry
T20140011384,Dry
T20140011385,Dry
T20140011386,Dry
T20140011387,Dry
T20140011389,Wet
T20140011390,Dry
T20140011391,Dry
T20140011392,Dry
T20140011393,Dry
T20140011394,Dry
T20140011398,Wet
T20140011402,Dry
T20140011403,Dry
T20140011404,Dry
T20140011405,Wet
T20140011406,Wet
T20140011407,Wet
T20140011408,Wet
T20140011409,Wet
T20140011411,Unknown
T20140011412,Dry
T20140011413,Dry
T20140011416,Wet
T20140011416,Muddy
T20140011426,Dry
T20140011431,Unknown
T20140011433,Wet
T20140011434,Dry
T20140011435,Wet
T20140011436,Wet
T20140011438,Wet
T20140011439,Unknown
T20140011440,Wet
T20140011441,Unknown
T20140011442,Dry
T20140011443,Wet
T20140011448,Unknown
T20140011449,Wet
T20140011451,Wet
T20140011452,Wet
T20140011453,Unknown
T20140011454,Unknown
T20140011455,Wet
T20140011456,Unknown
T20140011457,Wet
T20140011459,Dry
T20140011464,Wet
T20140011465,Dry
T20140011473,Unknown
T20140011474,Dry
T20140011476,Dry
T20140011477,Dry
T20140011478,Dry
T20140011479,Dry
T20140011480,Wet
T20140011481,Dry
T20140011482,Dry
T20140011483,Dry
T20140011486,Wet
T20140011487,Wet
T20140011489,Dry
T20140011490,Dry
T20140011491,Dry
T20140011492,Dry
T20140011496,Wet
T20140011497,Wet
T20140011499,Wet
T20140011500,Dry
T20140011504,Dry
T20140011505,Dry
T20140011508,Dry
T20140011509,Wet
T20140011514,Dry
T20140011517,Dry
T20140011519,Dry
T20140011521,Unknown
T20140011523,Dry
T20140011524,Dry
T20140011525,Dry
T20140011526,Dry
T20140011527,Wet
T20140011528,Dry
T20140011529,Dry
T20140011530,Unknown
T20140011531,Wet
T20140011533,Dry
T20140011535,Wet
T20140011536,Dry
T20140011538,Dry
T20140011539,Wet
T20140011541,Dry
T20140011542,Dry
T20140011544,Dry
T20140011546,Wet
T20140011547,Unknown
T20140011549,Wet
T20140011551,Wet
T20140011553,Dry
T20140011556,Dry
T20140011557,Wet
T20140011558,Dry
T20140011559,Wet
T20140011560,Wet
T20140011562,Dry
T20140011567,Dry
T20140011568,Wet
T20140011569,Wet
T20140011571,Unknown
T20140011572,Wet
T20140011574,Wet
T20140011575,Wet
T20140011578,Wet
T20140011579,Wet
T20140011581,Wet
T20140011582,Wet
T20140011585,Wet
T20140011588,Wet
T20140011589,Wet
T20140011593,Wet
T20140011595,Dry
T20140011600,Unknown
T20140011601,Dry
T20140011603,Dry
T20140011604,Wet
T20140011605,Dry
T20140011606,Dry
T20140011608,Unknown
T20140011609,Dry
T20140011610,Wet
T20140011611,Dry
T20140011612,Dry
T20140011615,Dry
T20140011620,Wet
T20140011621,Dry
T20140011624,Dry
T20140011625,Wet
T20140011626,Dry
T20140011628,Dry
T20140011630,Dry
T20140011632,Muddy
T20140011633,Unknown
T20140011634,Dry
T20140011636,Dry
T20140011639,Wet
T20140011644,Dry
T20140011645,Dry
T20140011648,Dry
T20140011650,Dry
T20140011651,Wet
T20140011653,Dry
T20140011654,Dry
T20140011656,Dry
T20140011659,Dry
T20140011660,Dry
T20140011661,Dry
T20140011663,Dry
T20140011665,Dry
T20140011667,Dry
T20140011668,Unknown
T20140011671,Dry
T20140011672,Dry
T20140011675,Wet
T20140011678,Unknown
T20140011682,Dry
T20140011683,Wet
T20140011684,Dry
T20140011685,Dry
T20140011686,Wet
T20140011687,Dry
T20140011688,Dry
T20140011689,Dry
T20140011690,Dry
T20140011691,Dry
T20140011694,Wet
T20140011695,Dry
T20140011698,Dry
T20140011699,Dry
T20140011700,Dry
T20140011701,Dry
T20140011702,Dry
T20140011704,Unknown
T20140011706,Dry
T20140011707,Dry
T20140011708,Wet
T20140011709,Dry
T20140011710,Dry
T20140011711,Unknown
T20140011712,Dry
T20140011713,Dry
T20140011714,Dry
T20140011715,Dry
T20140011716,Wet
T20140011717,Dry
T20140011718,Dry
T20140011720,Dry
T20140011722,Dry
T20140011723,Dry
T20140011724,Dry
T20140011725,Dry
T20140011727,Dry
T20140011728,Dry
T20140011729,Wet
T20140011730,Wet
T20140011733,Dry
T20140011734,Dry
T20140011735,Dry
T20140011738,Wet
T20140011739,Dry
T20140011740,Dry
T20140011741,Dry
T20140011742,Dry
T20140011743,Dry
T20140011744,Dry
T20140011746,Dry
T20140011750,Dry
T20140011751,Wet
T20140011752,Dry
T20140011755,Wet
T20140011758,Dry
T20140011760,Wet
T20140011761,Dry
T20140011762,Dry
T20140011763,Dry
T20140011765,Dry
T20140011766,Dry
T20140011767,Wet
T20140011768,Dry
T20140011769,Dry
T20140011770,Unknown
T20140011771,Dry
T20140011772,Dry
T20140011775,Wet
T20140011776,Dry
T20140011778,Wet
T20140011779,Dry
T20140011780,Dry
T20140011782,Dry
T20140011786,Dry
T20140011787,Wet
T20140011788,Dry
T20140011791,Wet
T20140011792,Wet
T20140011795,Wet
T20140011797,Dry
T20140011798,Dry
T20140011800,Wet
T20140011801,Dry
T20140011802,Wet
T20140011803,Wet
T20140011805,Dry
T20140011808,Dry
T20140011810,Wet
T20140011812,Wet
T20140011816,Dry
T20140011817,Wet
T20140011819,Dry
T20140011822,Dry
T20140011825,Dry
T20140011826,Dry
T20140011828,Dry
T20140011834,Wet
T20140011834,Muddy
T20140011835,Dry
T20140011836,Wet
T20140011837,Dry
T20140011839,Wet
T20140011842,Muddy
T20140011843,Dry
T20140011844,Dry
T20140011845,Dry
T20140011846,Wet
T20140011847,Dry
T20140011850,Unknown
T20140011852,Dry
T20140011853,Muddy
T20140011855,Dry
T20140011858,Dry
T20140011861,Wet
T20140011862,Dry
T20140011864,Wet
T20140011865,Dry
T20140011868,Dry
T20140011869,Dry
T20140011870,Dry
T20140011871,Dry
T20140011876,Dry
T20140011877,Dry
T20140011878,Dry
T20140011880,Dry
T20140011883,Wet
T20140011885,Dry
T20140011887,Dry
T20140011889,Dry
T20140011890,Wet
T20140011891,Wet
T20140011891,Muddy
T20140011895,Dry
T20140011896,Dry
T20140011898,Dry
T20140011899,Dry
T20140011901,Dry
T20140011903,Dry
T20140011904,Dry
T20140011905,Dry
T20140011906,Dry
T20140011909,Dry
T20140011910,Dry
T20140011911,Dry
T20140011912,Dry
T20140011918,Dry
T20140011922,Dry
T20140011924,Dry
T20140011926,Dry
T20140011928,Dry
T20140011929,Dry
T20140011930,Dry
T20140011932,Dry
T20140011938,Dry
T20140011940,Dry
T20140011946,Dry
T20140011948,Dry
T20140011950,Dry
T20140011952,Dry
T20140011953,Dry
T20140011954,Wet
T20140011955,Dry
T20140011956,Dry
T20140011957,Unknown
T20140011959,Dry
T20140011961,Unknown
T20140011962,Dry
T20140011964,Dry
T20140011966,Dry
T20140011968,Dry
T20140011970,Dry
T20140011971,Dry
T20140011972,Dry
T20140011973,Wet
T20140011976,Dry
T20140011978,Dry
T20140011979,Dry
T20140011980,Unknown
T20140011982,Dry
T20140011983,Dry
T20140011985,Dry
T20140011987,Dry
T20140011988,Dry
T20140011989,Dry
T20140011991,Dry
T20140011992,Dry
T20140011993,Dry
T20140011997,Dry
T20140011999,Dry
T20140012000,Dry
T20140012001,Dry
T20140012002,Dry
T20140012003,Dry
T20140012006,Dry
T20140012008,Wet
T20140012009,Dry
T20140012010,Dry
T20140012011,Unknown
T20140012012,Dry
T20140012013,Dry
T20140012017,Wet
T20140012019,Icy
T20140012021,Dry
T20140012022,Dry
T20140012023,Dry
T20140012024,Dry
T20140012025,Muddy
T20140012027,Dry
T20140012028,Dry
T20140012029,Wet
T20140012030,Dry
T20140012031,Dry
T20140012033,Dry
T20140012034,Dry
T20140012036,Dry
T20140012038,Dry
T20140012040,Dry
T20140012041,Dry
T20140012043,Dry
T20140012044,Dry
T20140012046,Dry
T20140012047,Dry
T20140012048,Dry
T20140012049,Unknown
T20140012050,Dry
T20140012051,Dry
T20140012054,Dry
T20140012055,Dry
T20140012056,Dry
T20140012057,Dry
T20140012058,Dry
T20140012060,Wet
T20140012065,Dry
T20140012066,Dry
T20140012067,Dry
T20140012071,Wet
T20140012073,Dry
T20140012074,Unknown
T20140012075,Wet
T20140012079,Dry
T20140012084,Unknown
T20140012085,Dry
T20140012086,Dry
T20140012088,Dry
T20140012089,Dry
T20140012092,Dry
T20140012095,Dry
T20140012099,Dry
T20140012100,Dry
T20140012102,Dry
T20140012103,Dry
T20140012105,Dry
T20140012107,Dry
T20140012110,Dry
T20140012111,Wet
T20140012113,Wet
T20140012114,Unknown
T20140012115,Dry
T20140012116,Dry
T20140012117,Dry
T20140012118,Dry
T20140012121,Dry
T20140012122,Dry
T20140012123,Dry
T20140012124,Unknown
T20140012125,Unknown
T20140012127,Dry
T20140012129,Dry
T20140012131,Dry
T20140012132,Dry
T20140012133,Dry
T20140012135,Dry
T20140012140,Dry
T20140012142,Wet
T20140012143,Dry
T20140012144,Dry
T20140012147,Dry
T20140012148,Unknown
T20140012149,Unknown
T20140012150,Dry
T20140012151,Wet
T20140012151,Muddy
T20140012152,Dry
T20140012153,Dry
T20140012154,Dry
T20140012157,Dry
T20140012158,Dry
T20140012160,Dry
T20140012161,Wet
T20140012161,Icy
T20140012163,Dry
T20140012166,Wet
T20140012167,Wet
T20140012168,Wet
T20140012171,Wet
T20140012172,Wet
T20140012175,Wet
T20140012176,Wet
T20140012178,Wet
T20140012179,Wet
T20140012181,Wet
T20140012182,Wet
T20140012185,Wet
T20140012186,Dry
T20140012187,Dry
T20140012194,Dry
T20140012196,Wet
T20140012199,Dry
T20140012202,Dry
T20140012205,Dry
T20140012207,Dry
T20140012211,Dry
T20140012213,Dry
T20140012215,Dry
T20140012217,Dry
T20140012218,Dry
T20140012219,Dry
T20140012220,Dry
T20140012221,Dry
T20140012229,Dry
T20140012231,Dry
T20140012233,Dry
T20140012234,Wet
T20140012235,Dry
T20140012236,Dry
T20140012240,Wet
T20140012242,Dry
T20140012243,Dry
T20140012244,Dry
T20140012245,Dry
T20140012247,Muddy
T20140012248,Dry
T20140012250,Dry
T20140012251,Dry
T20140012252,Dry
T20140012253,Dry
T20140012256,Dry
T20140012257,Wet
T20140012258,Wet
T20140012259,Dry
T20140012260,Dry
T20140012262,Dry
T20140012263,Dry
T20140012269,Dry
T20140012270,Dry
T20140012271,Dry
T20140012273,Dry
T20140012275,Dry
T20140012277,Unknown
T20140012278,Wet
T20140012279,Wet
T20140012281,Dry
T20140012283,Wet
T20140012285,Dry
T20140012286,Unknown
T20140012288,Wet
T20140012289,Dry
T20140012291,Dry
T20140012293,Dry
T20140012296,Wet
T20140012297,Wet
T20140012300,Dry
T20140012306,Wet
T20140012309,Dry
T20140012311,Dry
T20140012313,Wet
T20140012315,Wet
T20140012316,Dry
T20140012317,Wet
T20140012318,Wet
T20140012320,Dry
T20140012322,Dry
T20140012326,Dry
T20140012327,Dry
T20140012328,Dry
T20140012329,Dry
T20140012331,Dry
T20140012332,Dry
T20140012333,Dry
T20140012338,Dry
T20140012342,Wet
T20140012343,Dry
T20140012344,Dry
T20140012345,Dry
T20140012348,Dry
T20140012349,Wet
T20140012352,Dry
T20140012354,Unknown
T20140012355,Wet
T20140012359,Dry
T20140012360,Dry
T20140012365,Dry
T20140012366,Dry
T20140012367,Wet
T20140012369,Dry
T20140012373,Dry
T20140012376,Wet
T20140012377,Dry
T20140012379,Dry
T20140012380,Dry
T20140012383,Wet
T20140012385,Dry
T20140012386,Unknown
T20140012388,Wet
T20140012388,Muddy
T20140012393,Wet
T20140012398,Wet
T20140012399,Wet
T20140012400,Dry
T20140012403,Dry
T20140012404,Dry
T20140012406,Dry
T20140012407,Dry
T20140012408,Dry
T20140012411,Wet
T20140012414,Wet
T20140012415,Dry
T20140012417,Dry
T20140012422,Dry
T20140012423,Dry
T20140012428,Wet
T20140012429,Wet
T20140012430,Wet
T20140012435,Dry
T20140012436,Wet
T20140012438,Dry
T20140012439,Wet
T20140012440,Dry
T20140012442,Unknown
T20140012443,Dry
T20140012449,Dry
T20140012450,Wet
T20140012451,Wet
T20140012453,Wet
T20140012454,Dry
T20140012455,Wet
T20140012459,Wet
T20140012460,Dry
T20140012461,Wet
T20140012463,Dry
T20140012466,Muddy
T20140012469,Wet
T20140012470,Dry
T20140012471,Dry
T20140012472,Wet
T20140012473,Unknown
T20140012474,Dry
T20140012475,Dry
T20140012476,Wet
T20140012477,Unknown
T20140012480,Dry
T20140012483,Dry
T20140012484,Dry
T20140012485,Dry
T20140012487,Dry
T20140012490,Wet
T20140012491,Unknown
T20140012492,Dry
T20140012494,Unknown
T20140012495,Wet
T20140012497,Dry
T20140012498,Wet
T20140012505,Dry
T20140012506,Dry
T20140012508,Dry
T20140012509,Dry
T20140012511,Dry
T20140012514,Dry
T20140012515,Dry
T20140012518,Dry
T20140012523,Dry
T20140012526,Unknown
T20140012527,Dry
T20140012528,Dry
T20140012529,Dry
T20140012530,Wet
T20140012532,Dry
T20140012534,Dry
T20140012535,Dry
T20140012536,Dry
T20140012538,Dry
T20140012543,Dry
T20140012549,Wet
T20140012551,Dry
T20140012554,Dry
T20140012555,Dry
T20140012556,Dry
T20140012557,Dry
T20140012558,Dry
T20140012559,Dry
T20140012560,Dry
T20140012562,Dry
T20140012563,Dry
T20140012565,Dry
T20140012566,Dry
T20140012569,Dry
T20140012572,Wet
T20140012573,Wet
T20140012575,Dry
T20140012578,Dry
T20140012580,Wet
T20140012581,Dry
T20140012582,Dry
T20140012584,Dry
T20140012586,Dry
T20140012588,Dry
T20140012591,Dry
T20140012593,Dry
T20140012594,Dry
T20140012595,Dry
T20140012596,Unknown
T20140012598,Dry
T20140012602,Dry
T20140012605,Dry
T20140012608,Dry
T20140012609,Dry
T20140012610,Dry
T20140012611,Dry
T20140012613,Dry
T20140012614,Dry
T20140012615,Dry
T20140012616,Wet
T20140012620,Unknown
T20140012621,Dry
T20140012622,Dry
T20140012624,Dry
T20140012625,Dry
T20140012626,Dry
T20140012628,Dry
T20140012630,Wet
T20140012630,Muddy
T20140012632,Dry
T20140012634,Dry
T20140012635,Dry
T20140012638,Dry
T20140012639,Dry
T20140012640,Dry
T20140012641,Dry
T20140012642,Dry
T20140012645,Dry
T20140012648,Dry
T20140012649,Dry
T20140012650,Dry
T20140012653,Dry
T20140012656,Dry
T20140012657,Dry
T20140012658,Dry
T20140012659,Dry
T20140012662,Dry
T20140012667,Dry
T20140012668,Dry
T20140012669,Wet
T20140012671,Muddy
T20140012672,Dry
T20140012673,Unknown
T20140012677,Dry
T20140012678,Dry
T20140012679,Dry
T20140012680,Dry
T20140012681,Unknown
T20140012684,Dry
T20140012687,Dry
T20140012688,Unknown
T20140012691,Dry
T20140012695,Dry
T20140012696,Unknown
T20140012697,Dry
T20140012698,Dry
T20140012699,Dry
T20140012701,Dry
T20140012702,Dry
T20140012704,Dry
T20140012705,Wet
T20140012706,Dry
T20140012708,Dry
T20140012709,Dry
T20140012710,Dry
T20140012711,Dry
T20140012712,Dry
