accident_no,atmosph_cond_desc
T20130025290,Clear
T20130025293,Clear
T20130025294,Clear
T20130025295,Clear
T20130025296,Clear
T20130025298,Clear
T20130025300,Clear
T20130025301,Clear
T20130025303,Clear
T20130025304,Clear
T20130025305,Clear
T20130025306,Clear
T20130025307,Clear
T20130025308,Clear
T20130025311,Clear
T20130025315,Clear
T20130025318,Clear
T20130025319,Clear
T20130025323,Not known
T20130025325,Clear
T20130025326,Clear
T20130025330,Clear
T20130025331,Clear
T20130025334,Clear
T20130025335,Clear
T20130025336,Raining
T20130025339,Raining
T20130025341,Clear
T20130025342,Clear
T20130025343,Clear
T20130025344,Clear
T20130025346,Clear
T20130025347,Clear
T20130025350,Clear
T20130025353,Clear
T20130025357,Not known
T20130025358,Raining
T20130025358,Strong winds
T20130025361,Raining
T20130025363,Clear
T20130025365,Raining
T20130025366,Clear
T20130025367,Clear
T20130025369,Clear
T20130025373,Not known
T20130025375,Raining
T20130025376,Raining
T20130025377,Clear
T20130025378,Raining
T20130025380,Raining
T20130025381,Raining
T20130025382,Clear
T20130025383,Raining
T20130025385,Raining
T20130025386,Raining
T20130025388,Raining
T20130025391,Raining
T20130025393,Clear
T20130025394,Clear
T20130025395,Raining
T20130025396,Clear
T20130025398,Raining
T20130025400,Raining
T20130025402,Clear
T20130025403,Clear
T20130025404,Clear
T20130025407,Raining
T20130025408,Clear
T20130025410,Raining
T20130025412,Clear
T20130025413,Clear
T20130025415,Clear
T20130025418,Clear
T20130025419,Raining
T20130025420,Clear
T20130025421,Clear
T20130025422,Clear
T20130025423,Clear
T20130025427,Clear
T20130025428,Clear
T20130025429,Clear
T20130025430,Clear
T20130025432,Clear
T20130025435,Clear
T20130025439,Clear
T20130025441,Clear
T20130025446,Clear
T20130025447,Clear
T20130025448,Clear
T20130025449,Raining
T20130025450,Clear
T20130025451,Clear
T20130025452,Clear
T20130025453,Clear
T20130025455,Clear
T20130025456,Clear
T20130025458,Clear
T20130025461,Clear
T20130025466,Clear
T20130025469,Clear
T20130025472,Clear
T20130025475,Clear
T20130025479,Clear
T20130025480,Clear
T20130025481,Clear
T20130025483,Not known
T20130025484,Clear
T20130025488,Clear
T20130025489,Clear
T20130025491,Clear
T20130025493,Clear
T20130025496,Raining
T20130025499,Clear
T20130025501,Clear
T20130025502,Clear
T20130025506,Clear
T20130025507,Clear
T20130025510,Clear
T20130025511,Clear
T20130025515,Clear
T20130025518,Clear
T20130025519,Clear
T20130025521,Clear
T20130025526,Clear
T20130025527,Clear
T20130025529,Clear
T20130025530,Clear
T20130025531,Not known
T20130025532,Not known
T20130025533,Not known
T20130025534,Clear
T20130025535,Clear
T20130025536,Clear
T20130025537,Clear
T20130025538,Not known
T20130025539,Clear
T20130025540,Clear
T20130025541,Clear
T20130025542,Clear
T20130025546,Clear
T20130025547,Clear
T20130025548,Clear
T20130025550,Clear
T20130025551,Raining
T20130025553,Raining
T20130025556,Clear
T20130025557,Clear
T20130025559,Clear
T20130025560,Clear
T20130025561,Clear
T20130025563,Raining
T20130025564,Clear
T20130025565,Clear
T20130025566,Clear
T20130025567,Raining
T20130025568,Clear
T20130025572,Clear
T20130025574,Clear
T20130025575,Clear
T20130025578,Clear
T20130025583,Clear
T20130025585,Not known
T20130025586,Clear
T20130025589,Clear
T20130025590,Clear
T20130025592,Not known
T20130025593,Clear
T20130025594,Clear
T20130025595,Clear
T20130025596,Clear
T20130025597,Clear
T20130025599,Clear
T20130025600,Raining
T20130025602,Clear
T20130025604,Clear
T20130025605,Clear
T20130025606,Clear
T20130025607,Clear
T20130025609,Clear
T20130025611,Clear
T20130025613,Not known
T20130025616,Raining
T20130025617,Clear
T20130025620,Clear
T20130025625,Clear
T20130025633,Clear
T20130025635,Clear
T20130025638,Clear
T20130025641,Clear
T20130025642,Clear
T20130025643,Clear
T20130025644,Clear
T20130025645,Clear
T20130025646,Clear
T20130025649,Clear
T20130025651,Clear
T20130025652,Not known
T20130025653,Clear
T20130025655,Clear
T20130025657,Clear
T20130025659,Clear
T20130025660,Clear
T20130025661,Clear
T20130025662,Clear
T20130025663,Clear
T20130025664,Clear
T20130025665,Not known
T20130025666,Clear
T20130025667,Clear
T20130025669,Clear
T20130025670,Clear
T20130025676,Clear
T20130025678,Not known
T20130025680,Clear
T20130025684,Clear
T20130025685,Clear
T20130025686,Clear
T20130025687,Clear
T20130025688,Not known
T20130025693,Clear
T20130025694,Clear
T20130025695,Clear
T20130025696,Clear
T20130025697,Clear
T20130025699,Clear
T20130025700,Clear
T20130025701,Clear
T20130025702,Clear
T20130025704,Clear
T20130025705,Clear
T20130025708,Clear
T20130025711,Clear
T20130025714,Clear
T20130025715,Clear
T20130025717,Clear
T20130025720,Clear
T20130025721,Clear
T20130025722,Clear
T20130025723,Clear
T20130025724,Clear
T20130025725,Clear
T20130025727,Clear
T20130025729,Clear
T20130025731,Clear
T20130025732,Clear
T20130025734,Clear
T20130025737,Clear
T20130025738,Clear
T20130025739,Clear
T20130025741,Clear
T20130025742,Raining
T20130025746,Clear
T20130025747,Clear
T20130025749,Clear
T20130025750,Clear
T20130025751,Clear
T20130025752,Clear
T20130025753,Clear
T20130025754,Clear
T20130025755,Clear
T20130025757,Clear
T20130025759,Clear
T20130025760,Not known
T20130025761,Clear
T20130025762,Clear
T20130025766,Clear
T20130025768,Clear
T20130025769,Clear
T20130025774,Clear
T20130025776,Clear
T20130025778,Clear
T20130025779,Clear
T20130025782,Clear
T20130025783,Clear
T20130025785,Clear
T20130025788,Clear
T20130025790,Clear
T20130025791,Clear
T20130025792,Clear
T20130025793,Clear
T20130025794,Clear
T20130025796,Clear
T20130025801,Clear
T20130025804,Clear
T20130025807,Clear
T20130025808,Clear
T20130025809,Clear
T20130025810,Clear
T20130025812,Clear
T20130025814,Clear
T20130025818,Clear
T20130025820,Clear
T20130025821,Clear
T20130025822,Raining
T20130025824,Clear
T20130025825,Clear
T20130025827,Not known
T20130025828,Clear
T20130025830,Clear
T20130025831,Clear
T20130025834,Clear
T20130025835,Clear
T20130025840,Not known
T20130025841,Clear
T20130025845,Clear
T20130025846,Clear
T20130025850,Clear
T20130025851,Clear
T20130025853,Clear
T20130025857,Clear
T20130025858,Clear
T20130025859,Clear
T20130025862,Clear
T20130025863,Clear
T20130025864,Clear
T20130025865,Clear
T20130025866,Clear
T20130025867,Clear
T20130025868,Not known
T20130025870,Clear
T20130025871,Clear
T20130025873,Clear
T20130025874,Clear
T20130025875,Clear
T20130025878,Clear
T20130025880,Clear
T20130025882,Clear
T20130025883,Clear
T20130025884,Clear
T20130025885,Strong winds
T20130025890,Clear
T20130025892,Clear
T20130025893,Clear
T20130025894,Clear
T20130025898,Clear
T20130025899,Clear
T20130025900,Not known
T20130025901,Clear
T20130025902,Clear
T20130025903,Clear
T20130025904,Clear
T20130025905,Clear
T20130025908,Clear
T20130025909,Clear
T20130025910,Not known
T20130025912,Clear
T20130025914,Clear
T20130025915,Clear
T20130025917,Clear
T20130025918,Clear
T20130025920,Clear
T20130025921,Clear
T20130025922,Clear
T20130025923,Clear
T20130025928,Clear
T20130025930,Clear
T20130025933,Clear
T20130025937,Clear
T20130025938,Clear
T20130025940,Clear
T20130025942,Clear
T20130025946,Raining
T20130025947,Clear
T20130025948,Clear
T20130025949,Clear
T20130025950,Clear
T20130025953,Clear
T20130025955,Clear
T20130025956,Clear
T20130025957,Clear
T20130025960,Clear
T20130025963,Clear
T20130025964,Clear
T20130025966,Clear
T20130025969,Clear
T20130025973,Clear
T20130025974,Raining
T20130025978,Clear
T20130025979,Not known
T20130025984,Clear
T20130025987,Clear
T20130025988,Clear
T20130025989,Clear
T20130025990,Clear
T20130025992,Clear
T20130025994,Clear
T20130025995,Clear
T20130025996,Clear
T20130025997,Clear
T20130025999,Clear
T20130026000,Raining
T20130026001,Clear
T20130026005,Clear
T20130026006,Clear
T20130026007,Clear
T20130026008,Clear
T20130026009,Clear
T20130026017,Clear
T20130026018,Clear
T20130026022,Clear
T20130026025,Fog
T20130026027,Clear
T20130026028,Clear
T20130026029,Clear
T20130026032,Clear
T20130026038,Clear
T20130026039,Clear
T20130026040,Clear
T20130026042,Clear
T20130026047,Clear
T20130026048,Not known
T20130026049,Clear
T20130026050,Not known
T20130026057,Clear
T20130026062,Clear
T20130026064,Clear
T20130026067,Clear
T20130026073,Clear
T20130026074,Clear
T20130026075,Clear
T20130026078,Clear
T20130026079,Clear
T20130026082,Clear
T20130026083,Clear
T20130026085,Clear
T20130026086,Clear
T20130026088,Clear
T20130026090,Clear
T20130026091,Clear
T20130026095,Clear
T20130026096,Not known
T20130026097,Clear
T20130026098,Clear
T20130026099,Clear
T20130026100,Clear
T20130026101,Clear
T20130026102,Clear
T20130026109,Clear
T20130026112,Clear
T20130026113,Clear
T20130026116,Raining
T20130026117,Clear
T20130026118,Clear
T20130026119,Clear
T20130026120,Clear
T20130026122,Clear
T20130026123,Clear
T20130026124,Clear
T20130026126,Clear
T20130026128,Clear
T20130026129,Clear
T20130026130,Clear
T20130026133,Clear
T20130026134,Clear
T20130026135,Clear
T20130026136,Clear
T20130026138,Clear
T20130026140,Clear
T20130026141,Clear
T20130026142,Clear
T20130026143,Clear
T20130026144,Clear
T20130026145,Clear
T20130026150,Clear
T20130026152,Clear
T20130026155,Clear
T20130026156,Clear
T20130026159,Not known
T20130026163,Clear
T20130026166,Not known
T20130026169,Clear
T20130026170,Clear
T20130026171,Not known
T20130026172,Clear
T20130026173,Clear
T20130026175,Clear
T20130026176,Clear
T20130026177,Clear
T20130026179,Clear
T20130026180,Clear
T20130026183,Clear
T20130026184,Clear
T20130026185,Clear
T20130026186,Clear
T20130026187,Clear
T20130026188,Clear
T20130026189,Clear
T20130026191,Clear
T20130026193,Clear
T20130026195,Clear
T20130026196,Clear
T20130026197,Clear
T20130026199,Not known
T20130026201,Clear
T20130026203,Clear
T20130026204,Clear
T20130026205,Clear
T20130026207,Clear
T20130026210,Clear
T20130026211,Clear
T20130026212,Clear
T20130026213,Clear
T20130026214,Clear
T20130026215,Clear
T20130026217,Clear
T20130026218,Raining
T20130026219,Clear
T20130026221,Clear
T20130026222,Clear
T20130026223,Clear
T20130026224,Clear
T20130026226,Clear
T20130026227,Clear
T20130026228,Clear
T20130026230,Clear
T20130026233,Not known
T20130026238,Clear
T20130026240,Clear
T20130026241,Clear
T20130026243,Clear
T20130026246,Clear
T20130026248,Clear
T20130026251,Not known
T20130026254,Clear
T20130026255,Clear
T20130026256,Clear
T20130026258,Clear
T20130026260,Clear
T20130026261,Clear
T20130026263,Raining
T20130026264,Clear
T20130026268,Clear
T20130026270,Clear
T20130026271,Clear
T20130026272,Clear
T20130026276,Clear
T20130026277,Clear
T20130026279,Clear
T20130026281,Clear
T20130026283,Clear
T20130026284,Clear
T20130026285,Clear
T20130026287,Clear
T20130026289,Clear
T20130026290,Clear
T20130026291,Clear
T20130026297,Clear
T20130026301,Clear
T20130026302,Clear
T20130026303,Clear
T20130026307,Clear
T20130026308,Clear
T20130026309,Clear
T20130026311,Raining
T20130026316,Clear
T20130026317,Clear
T20130026318,Clear
T20130026319,Clear
T20130026322,Clear
T20130026324,Clear
T20130026327,Clear
T20130026328,Clear
T20130026330,Clear
T20130026333,Clear
T20130026334,Clear
T20130026335,Clear
T20130026338,Clear
T20130026339,Clear
T20130026340,Clear
T20130026341,Clear
T20130026342,Clear
T20130026344,Clear
T20130026346,Clear
T20130026354,Clear
T20130026355,Clear
T20130026357,Clear
T20130026358,Clear
T20130026364,Raining
T20130026365,Clear
T20130026366,Clear
T20130026369,Raining
T20130026370,Raining
T20130026372,Clear
T20130026375,Clear
T20130026381,Clear
T20130026382,Clear
T20130026384,Clear
T20130026385,Clear
T20130026386,Raining
T20130026387,Clear
T20130026388,Raining
T20130026389,Not known
T20130026395,Clear
T20130026397,Clear
T20130026399,Clear
T20130026400,Clear
T20130026403,Clear
T20130026406,Clear
T20130026408,Raining
T20130026409,Clear
T20130026411,Clear
T20130026414,Raining
T20130026418,Raining
T20130026419,Clear
T20130026420,Clear
T20130026421,Raining
T20130026423,Clear
T20130026424,Raining
T20130026425,Clear
T20130026426,Clear
T20130026427,Clear
T20130026429,Clear
T20130026434,Raining
T20130026437,Raining
T20130026438,Clear
T20130026439,Raining
T20130026442,Clear
T20130026443,Clear
T20130026444,Clear
T20130026446,Clear
T20130026447,Clear
T20130026449,Raining
T20130026451,Raining
T20130026452,Clear
T20130026455,Clear
T20130026457,Clear
T20130026461,Clear
T20130026462,Clear
T20130026464,Raining
T20130026465,Clear
T20130026466,Clear
T20130026468,Clear
T20130026470,Raining
T20130026472,Clear
T20130026473,Clear
T20130026474,Raining
T20130026477,Clear
T20130026479,Clear
T20130026480,Clear
T20130026481,Clear
T20130026484,Clear
T20130026485,Clear
T20130026486,Raining
T20130026487,Clear
T20130026489,Clear
T20130026490,Clear
T20130026492,Raining
T20130026493,Clear
T20130026494,Clear
T20130026495,Clear
T20130026497,Raining
T20130026500,Clear
T20130026501,Not known
T20130026504,Clear
T20130026505,Clear
T20130026506,Clear
T20130026507,Clear
T20130026512,Clear
T20130026513,Clear
T20130026514,Raining
T20130026515,Clear
T20130026516,Clear
T20130026519,Clear
T20130026520,Raining
T20130026521,Clear
T20130026523,Clear
T20130026524,Clear
T20130026525,Clear
T20130026527,Clear
T20130026529,Clear
T20130026530,Clear
T20130026537,Raining
T20130026538,Clear
T20130026540,Clear
T20130026541,Clear
T20130026545,Clear
T20130026548,Clear
T20130026549,Clear
T20130026550,Clear
T20130026554,Clear
T20130026555,Clear
T20130026555,Dust
T20130026556,Clear
T20130026563,Clear
T20130026571,Clear
T20130026573,Clear
T20130026578,Clear
T20130026580,Clear
T20130026583,Clear
T20130026584,Clear
T20130026587,Clear
T20130026588,Clear
T20130026590,Clear
T20130026593,Clear
T20130026595,Clear
T20130026596,Clear
T20130026598,Clear
T20130026602,Clear
T20130026606,Clear
T20130026608,Clear
T20130026611,Not known
T20130026612,Clear
T20130026613,Clear
T20130026614,Clear
T20130026615,Clear
T20130026620,Clear
T20130026622,Clear
T20130026625,Clear
T20130026626,Clear
T20130026627,Clear
T20130026629,Clear
T20130026630,Clear
T20130026631,Clear
T20130026634,Clear
T20130026635,Clear
T20130026637,Clear
T20130026641,Clear
T20130026644,Clear
T20130026645,Clear
T20130026648,Clear
T20130026649,Clear
T20130026650,Clear
T20130026652,Clear
T20130026654,Clear
T20130026657,Clear
T20130026660,Clear
T20130026667,Clear
T20130026670,Clear
T20130026671,Clear
T20130026672,Clear
T20130026673,Clear
T20130026679,Clear
T20130026684,Clear
T20130026685,Clear
T20130026685,Dust
T20130026686,Clear
T20130026688,Fog
T20130026691,Clear
T20130026693,Clear
T20130026694,Clear
T20130026696,Clear
T20130026697,Clear
T20130026700,Clear
T20130026703,Clear
T20130026706,Clear
T20130026708,Clear
T20130026713,Clear
T20130026716,Clear
T20130026717,Clear
T20130026719,Clear
T20130026720,Clear
T20130026721,Clear
T20130026725,Clear
T20130026726,Clear
T20130026732,Clear
T20130026739,Clear
T20130026741,Clear
T20130026749,Clear
T20130026752,Clear
T20130026755,Clear
T20130026756,Clear
T20130026757,Clear
T20130026759,Clear
T20130026761,Clear
T20130026764,Clear
T20130026765,Clear
T20130026766,Clear
T20130026767,Clear
T20130026769,Clear
T20130026769,Strong winds
T20130026770,Clear
T20130026771,Clear
T20130026773,Clear
T20130026777,Clear
T20130026778,Clear
T20130026779,Clear
T20130026783,Clear
T20130026784,Clear
T20130026785,Clear
T20130026787,Clear
T20130026788,Clear
T20130026790,Clear
T20130026791,Not known
T20130026793,Clear
T20130026794,Clear
T20130026798,Clear
T20130026799,Clear
T20130026801,Clear
T20130026802,Clear
T20130026807,Clear
T20130026809,Clear
T20130026810,Not known
T20130026811,Clear
T20130026811,Strong winds
T20130026812,Clear
T20130026813,Clear
T20130026816,Clear
T20130026817,Clear
T20130026818,Clear
T20130026820,Clear
T20130026821,Clear
T20130026822,Clear
T20130026823,Clear
T20130026826,Clear
T20130026827,Clear
T20130026829,Clear
T20130026832,Not known
T20130026836,Clear
T20130026840,Clear
T20130026843,Clear
T20130026846,Clear
T20130026848,Clear
T20130026849,Clear
T20130026851,Clear
T20130026855,Clear
T20130026857,Clear
T20130026858,Clear
T20130026860,Clear
T20130026862,Clear
T20130026864,Clear
T20130026866,Clear
T20130026869,Clear
T20130026871,Not known
T20130026874,Clear
T20130026878,Clear
T20130026883,Clear
T20130026885,Clear
T20130026886,Clear
T20130026888,Clear
T20130026891,Clear
T20130026892,Clear
T20130026893,Clear
T20130026894,Clear
T20130026897,Clear
T20130026900,Clear
T20130026903,Clear
T20130026905,Clear
T20130026907,Clear
T20130026909,Clear
T20130026911,Clear
T20130026912,Clear
T20130026913,Clear
T20130026914,Clear
T20130026916,Not known
T20130026917,Not known
T20130026918,Clear
T20130026919,Clear
T20130026920,Clear
T20130026922,Clear
T20130026924,Clear
T20130026927,Clear
T20130026930,Clear
T20130026932,Clear
T20130026935,Clear
T20130026938,Clear
T20130026939,Clear
T20130026942,Clear
T20130026943,Raining
T20140000002,Clear
T20140000003,Clear
T20140000006,Clear
T20140000007,Clear
T20140000011,Clear
T20140000015,Clear
T20140000017,Clear
T20140000020,Clear
T20140000023,Raining
T20140000024,Clear
T20140000026,Clear
T20140000028,Clear
T20140000030,Clear
T20140000031,Clear
T20140000032,Raining
T20140000037,Raining
T20140000039,Raining
T20140000041,Raining
T20140000048,Clear
T20140000051,Raining
T20140000054,Raining
T20140000056,Raining
T20140000057,Raining
T20140000058,Raining
T20140000062,Raining
T20140000063,Raining
T20140000065,Clear
T20140000067,Clear
T20140000068,Clear
T20140000073,Clear
T20140000076,Clear
T20140000077,Raining
T20140000077,Strong winds
T20140000078,Raining
T20140000080,Clear
T20140000081,Clear
T20140000082,Clear
T20140000083,Clear
T20140000084,Not known
T20140000085,Clear
T20140000087,Clear
T20140000088,Clear
T20140000089,Clear
T20140000090,Clear
T20140000091,Clear
T20140000093,Not known
T20140000097,Not known
T20140000102,Clear
T20140000103,Clear
T20140000104,Clear
T20140000105,Clear
T20140000106,Clear
T20140000107,Raining
T20140000109,Clear
T20140000110,Clear
T20140000111,Clear
T20140000111,Dust
T20140000112,Clear
T20140000116,Clear
T20140000120,Clear
T20140000122,Clear
T20140000123,Clear
T20140000124,Clear
T20140000125,Clear
T20140000127,Clear
T20140000129,Clear
T20140000130,Not known
T20140000131,Clear
T20140000132,Clear
T20140000133,Clear
T20140000134,Clear
T20140000138,Clear
T20140000139,Clear
T20140000140,Clear
T20140000146,Clear
T20140000147,Raining
T20140000148,Clear
T20140000149,Clear
T20140000151,Not known
T20140000156,Clear
T20140000158,Clear
T20140000162,Clear
T20140000167,Clear
T20140000168,Clear
T20140000170,Clear
T20140000171,Clear
T20140000172,Clear
T20140000175,Not known
T20140000176,Clear
T20140000179,Clear
T20140000182,Clear
T20140000184,Raining
T20140000185,Not known
T20140000186,Not known
T20140000188,Clear
T20140000190,Clear
T20140000197,Clear
T20140000198,Clear
T20140000202,Clear
T20140000205,Clear
T20140000206,Not known
T20140000207,Not known
T20140000211,Clear
T20140000213,Clear
T20140000214,Raining
T20140000216,Clear
T20140000217,Clear
T20140000218,Clear
T20140000219,Clear
T20140000222,Clear
T20140000223,Clear
T20140000226,Clear
T20140000227,Clear
T20140000228,Clear
T20140000233,Clear
T20140000234,Clear
T20140000235,Clear
T20140000236,Clear
T20140000238,Clear
T20140000240,Clear
T20140000245,Clear
T20140000248,Clear
T20140000251,Clear
T20140000253,Clear
T20140000254,Clear
T20140000255,Clear
T20140000256,Clear
T20140000257,Clear
T20140000258,Clear
T20140000260,Clear
T20140000261,Clear
T20140000267,Clear
T20140000269,Clear
T20140000273,Clear
T20140000276,Clear
T20140000277,Clear
T20140000281,Clear
T20140000282,Clear
T20140000285,Clear
T20140000286,Raining
T20140000287,Clear
T20140000288,Clear
T20140000291,Raining
T20140000292,Raining
T20140000294,Clear
T20140000296,Raining
T20140000300,Raining
T20140000302,Clear
T20140000305,Clear
T20140000306,Clear
T20140000306,Strong winds
T20140000307,Clear
T20140000308,Clear
T20140000309,Raining
T20140000312,Clear
T20140000316,Clear
T20140000318,Clear
T20140000320,Clear
T20140000321,Clear
T20140000322,Not known
T20140000323,Strong winds
T20140000326,Clear
T20140000327,Clear
T20140000329,Clear
T20140000330,Clear
T20140000331,Clear
T20140000335,Clear
T20140000336,Raining
T20140000337,Clear
T20140000342,Not known
T20140000343,Clear
T20140000343,Strong winds
T20140000345,Clear
T20140000349,Clear
T20140000350,Clear
T20140000353,Clear
T20140000354,Clear
T20140000356,Clear
T20140000359,Clear
T20140000362,Clear
T20140000364,Clear
T20140000369,Clear
T20140000370,Clear
T20140000371,Clear
T20140000372,Clear
T20140000373,Clear
T20140000374,Clear
T20140000375,Clear
T20140000377,Not known
T20140000378,Clear
T20140000382,Clear
T20140000386,Clear
T20140000387,Clear
T20140000388,Clear
T20140000393,Clear
T20140000395,Clear
T20140000396,Clear
T20140000397,Clear
T20140000400,Clear
T20140000402,Clear
T20140000405,Clear
T20140000406,Clear
T20140000407,Clear
T20140000412,Raining
T20140000412,Fog
T20140000415,Clear
T20140000417,Not known
T20140000418,Clear
T20140000419,Clear
T20140000420,Raining
T20140000424,Clear
T20140000425,Clear
T20140000426,Clear
T20140000427,Clear
T20140000428,Not known
T20140000429,Clear
T20140000431,Not known
T20140000432,Clear
T20140000433,Not known
T20140000434,Clear
T20140000435,Clear
T20140000437,Clear
T20140000440,Not known
T20140000443,Clear
T20140000445,Clear
T20140000446,Clear
T20140000447,Clear
T20140000450,Clear
T20140000451,Clear
T20140000452,Clear
T20140000453,Clear
T20140000454,Clear
T20140000457,Clear
T20140000458,Not known
T20140000460,Clear
T20140000461,Clear
T20140000462,Clear
T20140000464,Clear
T20140000465,Clear
T20140000466,Clear
T20140000467,Clear
T20140000468,Not known
T20140000471,Clear
T20140000474,Raining
T20140000475,Clear
T20140000476,Clear
T20140000477,Not known
T20140000479,Clear
T20140000480,Clear
T20140000481,Clear
T20140000487,Clear
T20140000489,Clear
T20140000492,Clear
T20140000495,Clear
T20140000496,Clear
T20140000498,Clear
T20140000499,Clear
T20140000502,Clear
T20140000503,Clear
T20140000504,Clear
T20140000508,Clear
T20140000510,Clear
T20140000512,Clear
T20140000514,Clear
T20140000517,Clear
T20140000518,Clear
T20140000519,Clear
T20140000520,Clear
T20140000522,Clear
T20140000524,Not known
T20140000525,Clear
T20140000527,Clear
T20140000529,Clear
T20140000532,Not known
T20140000534,Clear
T20140000538,Clear
T20140000539,Clear
T20140000541,Clear
T20140000542,Dust
T20140000543,Clear
T20140000544,Clear
T20140000545,Clear
T20140000546,Clear
T20140000548,Clear
T20140000549,Not known
T20140000551,Clear
T20140000553,Not known
T20140000555,Clear
T20140000559,Clear
T20140000564,Not known
T20140000565,Clear
T20140000568,Clear
T20140000569,Clear
T20140000572,Clear
T20140000573,Clear
T20140000574,Clear
T20140000578,Clear
T20140000579,Clear
T20140000580,Clear
T20140000582,Clear
T20140000583,Clear
T20140000584,Clear
T20140000587,Clear
T20140000589,Not known
T20140000592,Clear
T20140000593,Clear
T20140000594,Clear
T20140000599,Clear
T20140000600,Clear
T20140000603,Clear
T20140000610,Clear
T20140000612,Clear
T20140000613,Clear
T20140000615,Clear
T20140000616,Clear
T20140000617,Clear
T20140000619,Clear
T20140000623,Clear
T20140000625,Clear
T20140000626,Clear
T20140000627,Clear
T20140000627,Dust
T20140000630,Clear
T20140000631,Clear
T20140000632,Clear
T20140000634,Clear
T20140000637,Clear
T20140000639,Clear
T20140000640,Clear
T20140000642,Clear
T20140000643,Clear
T20140000646,Clear
T20140000650,Clear
T20140000653,Clear
T20140000656,Clear
T20140000662,Clear
T20140000663,Clear
T20140000664,Clear
T20140000668,Clear
T20140000670,Clear
T20140000672,Clear
T20140000673,Clear
T20140000674,Clear
T20140000675,Clear
T20140000678,Clear
T20140000679,Clear
T20140000681,Clear
T20140000683,Clear
T20140000684,Clear
T20140000685,Clear
T20140000686,Clear
T20140000687,Clear
T20140000690,Clear
T20140000691,Clear
T20140000693,Clear
T20140000694,Clear
T20140000695,Fog
T20140000697,Clear
T20140000698,Clear
T20140000700,Clear
T20140000701,Clear
T20140000702,Clear
T20140000704,Clear
T20140000705,Clear
T20140000710,Clear
T20140000712,Clear
T20140000713,Dust
T20140000717,Clear
T20140000718,Clear
T20140000719,Clear
T20140000723,Clear
T20140000724,Clear
T20140000728,Clear
T20140000729,Not known
T20140000733,Not known
T20140000735,Clear
T20140000736,Clear
T20140000737,Clear
T20140000738,Not known
T20140000742,Clear
T20140000743,Clear
T20140000745,Raining
T20140000746,Clear
T20140000748,Clear
T20140000749,Clear
T20140000750,Clear
T20140000752,Clear
T20140000753,Clear
T20140000754,Clear
T20140000756,Clear
T20140000757,Clear
T20140000760,Clear
T20140000761,Clear
T20140000762,Clear
T20140000765,Clear
T20140000766,Clear
T20140000767,Clear
T20140000769,Clear
T20140000771,Clear
T20140000773,Clear
T20140000775,Clear
T20140000776,Clear
T20140000777,Fog
T20140000779,Clear
T20140000781,Clear
T20140000782,Clear
T20140000783,Clear
T20140000784,Clear
T20140000785,Clear
T20140000786,Clear
T20140000787,Clear
T20140000789,Clear
T20140000791,Clear
T20140000793,Clear
T20140000794,Clear
T20140000795,Clear
T20140000798,Clear
T20140000800,Clear
T20140000801,Clear
T20140000802,Clear
T20140000803,Clear
T20140000804,Clear
T20140000805,Clear
T20140000806,Clear
T20140000807,Not known
T20140000808,Clear
T20140000809,Not known
T20140000810,Not known
T20140000811,Clear
T20140000813,Clear
T20140000815,Clear
T20140000816,Clear
T20140000819,Not known
T20140000821,Clear
T20140000823,Clear
T20140000824,Clear
T20140000826,Clear
T20140000828,Clear
T20140000829,Clear
T20140000831,Clear
T20140000832,Clear
T20140000834,Clear
T20140000839,Clear
T20140000840,Clear
T20140000842,Clear
T20140000843,Clear
T20140000848,Not known
T20140000850,Clear
T20140000852,Raining
T20140000852,Fog
T20140000853,Not known
T20140000854,Clear
T20140000855,Clear
T20140000856,Clear
T20140000868,Clear
T20140000869,Not known
T20140000871,Clear
T20140000872,Clear
T20140000874,Smoke
T20140000875,Clear
T20140000876,Clear
T20140000878,Clear
T20140000879,Clear
T20140000880,Not known
T20140000882,Clear
T20140000883,Clear
T20140000884,Clear
T20140000886,Clear
T20140000887,Clear
T20140000893,Clear
T20140000896,Clear
T20140000900,Raining
T20140000901,Clear
T20140000906,Clear
T20140000907,Clear
T20140000908,Clear
T20140000910,Clear
T20140000911,Clear
T20140000912,Clear
T20140000914,Clear
T20140000916,Clear
T20140000917,Clear
T20140000918,Clear
T20140000919,Clear
T20140000920,Clear
T20140000923,Clear
T20140000924,Clear
T20140000928,Clear
T20140000929,Clear
T20140000930,Clear
T20140000932,Clear
T20140000936,Clear
T20140000937,Clear
T20140000942,Not known
T20140000943,Clear
T20140000947,Clear
T20140000950,Clear
T20140000952,Clear
T20140000956,Clear
T20140000958,Clear
T20140000959,Clear
T20140000961,Clear
T20140000962,Clear
T20140000965,Clear
T20140000971,Clear
T20140000972,Clear
T20140000973,Clear
T20140000974,Clear
T20140000977,Clear
T20140000978,Clear
T20140000979,Clear
T20140000980,Clear
T20140000982,Clear
T20140000983,Clear
T20140000984,Clear
T20140000985,Clear
T20140000986,Clear
T20140000991,Clear
T20140000992,Clear
T20140000995,Clear
T20140000998,Clear
T20140000999,Clear
T20140001000,Clear
T20140001004,Clear
T20140001006,Clear
T20140001007,Clear
T20140001010,Clear
T20140001012,Clear
T20140001013,Clear
T20140001014,Clear
T20140001015,Clear
T20140001016,Clear
T20140001017,Clear
T20140001020,Clear
T20140001021,Clear
T20140001024,Not known
T20140001025,Clear
T20140001027,Clear
