accident_no,atmosph_cond_desc
T20060045479,Clear
T20060045482,Clear
T20060045483,Clear
T20060045484,Clear
T20060045488,Clear
T20060045493,Raining
T20060045497,Clear
T20060045500,Clear
T20060045503,Clear
T20060045510,Clear
T20060045512,Clear
T20060045522,Clear
T20060045524,Clear
T20060045530,Clear
T20060045536,Clear
T20060045537,Clear
T20060045539,Clear
T20060045542,Clear
T20060045543,Clear
T20060045544,Clear
T20060045547,Clear
T20060045550,Clear
T20060045551,Clear
T20060045553,Clear
T20060045555,Clear
T20060045558,Clear
T20060045561,Clear
T20060045563,Clear
T20060045564,Clear
T20060045569,Clear
T20060045570,Clear
T20060045574,Clear
T20060045577,Clear
T20060045580,Clear
T20060045583,Clear
T20060045584,Clear
T20060045585,Raining
T20060045587,Clear
T20060045590,Clear
T20060045596,Clear
T20060045597,Clear
T20060045599,Clear
T20060045603,Clear
T20060045604,Clear
T20060045606,Clear
T20060045607,Clear
T20060045608,Clear
T20060045615,Clear
T20060045616,Clear
T20060045632,Clear
T20060045636,Clear
T20060045642,Clear
T20060045644,Clear
T20060045645,Clear
T20060045646,Clear
T20060045651,Clear
T20060045654,Clear
T20060045659,Clear
T20060045671,Smoke
T20060045673,Clear
T20060045676,Smoke
T20060045677,Smoke
T20060045678,Clear
T20060045681,Clear
T20060045683,Clear
T20060045686,Clear
T20060045687,Clear
T20060045689,Clear
T20060045700,Clear
T20060045703,Clear
T20060045705,Clear
T20060045706,Smoke
T20060045707,Clear
T20060045710,Clear
T20060045713,Clear
T20060045722,Clear
T20060045728,Clear
T20060045733,Clear
T20060045737,Smoke
T20060045742,Smoke
T20060045744,Not known
T20060045746,Smoke
T20060045747,Clear
T20060045751,Smoke
T20060045751,Dust
T20060045753,Smoke
T20060045756,Clear
T20060045758,Clear
T20060045761,Clear
T20060045762,Clear
T20060045765,Clear
T20060045767,Smoke
T20060045770,Clear
T20060045771,Clear
T20060045772,Clear
T20060045780,Smoke
T20060045782,Clear
T20060045783,Clear
T20060045787,Clear
T20060045788,Clear
T20060045790,Dust
T20060045797,Clear
T20060045798,Clear
T20060045802,Clear
T20060045809,Clear
T20060045812,Clear
T20060045819,Clear
T20060045822,Clear
T20060045825,Clear
T20060045826,Clear
T20060045827,Clear
T20060045832,Smoke
T20060045834,Smoke
T20060045842,Clear
T20060045843,Clear
T20060045849,Smoke
T20060045850,Smoke
T20060045852,Clear
T20060045853,Clear
T20060045853,Strong winds
T20060045857,Smoke
T20060045859,Clear
T20060045864,Smoke
T20060045866,Clear
T20060045871,Clear
T20060045872,Clear
T20060045877,Clear
T20060045879,Clear
T20060045880,Smoke
T20060045885,Clear
T20060045887,Dust
T20060045887,Strong winds
T20060045889,Clear
T20060045890,Smoke
T20060045893,Clear
T20060045899,Clear
T20060045903,Clear
T20060045904,Clear
T20060045909,Clear
T20060045911,Clear
T20060045914,Clear
T20060045915,Clear
T20060045916,Clear
T20060045917,Clear
T20060045918,Clear
T20060045919,Smoke
T20060045923,Clear
T20060045924,Clear
T20060045928,Clear
T20060045929,Clear
T20060045938,Clear
T20060045943,Clear
T20060045948,Clear
T20060045951,Clear
T20060045953,Clear
T20060045954,Clear
T20060045956,Clear
T20060045957,Smoke
T20060045957,Strong winds
T20060045963,Clear
T20060045965,Clear
T20060045967,Clear
T20060045969,Clear
T20060045970,Clear
T20060045973,Clear
T20060045977,Not known
T20060045985,Clear
T20060045989,Clear
T20060045991,Clear
T20060045991,Strong winds
T20060045994,Clear
T20060045995,Clear
T20060045999,Clear
T20060046002,Clear
T20060046013,Clear
T20060046016,Clear
T20060046017,Clear
T20060046019,Clear
T20060046027,Clear
T20060046028,Clear
T20060046030,Clear
T20060046033,Clear
T20060046035,Clear
T20060046036,Clear
T20060046041,Clear
T20060046044,Clear
T20060046055,Clear
T20060046056,Clear
T20060046059,Clear
T20060046060,Clear
T20060046063,Clear
T20060046073,Not known
T20060046075,Not known
T20060046077,Clear
T20060046082,Clear
T20060046085,Clear
T20060046090,Clear
T20060046092,Clear
T20060046093,Clear
T20060046096,Smoke
T20060046097,Clear
T20060046102,Clear
T20060046106,Clear
T20060046109,Clear
T20060046110,Clear
T20060046111,Clear
T20060046112,Clear
T20060046119,Clear
T20060046120,Clear
T20060046124,Clear
T20060046125,Clear
T20060046126,Clear
T20060046131,Clear
T20060046135,Clear
T20060046137,Clear
T20060046138,Clear
T20060046139,Clear
T20060046141,Clear
T20060046142,Not known
T20060046147,Clear
T20060046148,Clear
T20060046149,Clear
T20060046150,Clear
T20060046151,Clear
T20060046152,Clear
T20060046154,Clear
T20060046162,Clear
T20060046162,Strong winds
T20060046164,Clear
T20060046165,Clear
T20060046168,Clear
T20060046169,Clear
T20060046170,Clear
T20060046173,Clear
T20060046178,Clear
T20060046179,Clear
T20060046180,Clear
T20060046181,Clear
T20060046183,Clear
T20060046184,Clear
T20060046185,Clear
T20060046186,Clear
T20060046201,Clear
T20060046204,Clear
T20060046205,Clear
T20060046210,Clear
T20060046215,Smoke
T20060046218,Raining
T20060046224,Clear
T20060046226,Clear
T20060046226,Strong winds
T20060046230,Clear
T20060046230,Dust
T20060046233,Raining
T20060046242,Raining
T20060046243,Clear
T20060046245,Clear
T20060046247,Clear
T20060046249,Clear
T20060046250,Smoke
T20060046251,Clear
T20060046254,Clear
T20060046258,Clear
T20060046260,Not known
T20060046263,Clear
T20060046268,Clear
T20060046269,Clear
T20060046275,Smoke
T20060046283,Smoke
T20060046284,Clear
T20060046289,Clear
T20060046293,Smoke
T20060046295,Clear
T20060046299,Clear
T20060046302,Clear
T20060046303,Clear
T20060046306,Smoke
T20060046308,Clear
T20060046309,Clear
T20060046311,Clear
T20060046316,Smoke
T20060046317,Clear
T20060046320,Clear
T20060046323,Smoke
T20060046332,Clear
T20060046335,Clear
T20060046337,Clear
T20060046343,Smoke
T20060046345,Clear
T20060046348,Clear
T20060046349,Clear
T20060046352,Clear
T20060046353,Smoke
T20060046353,Strong winds
T20060046363,Not known
T20060046368,Smoke
T20060046372,Clear
T20060046374,Clear
T20060046375,Smoke
T20060046376,Clear
T20060046377,Clear
T20060046379,Clear
T20060046384,Clear
T20060046389,Clear
T20060046397,Clear
T20060046399,Raining
T20060046400,Clear
T20060046405,Raining
T20060046406,Raining
T20060046407,Raining
T20060046408,Clear
T20060046412,Raining
T20060046414,Clear
T20060046416,Clear
T20060046419,Raining
T20060046420,Raining
T20060046422,Clear
T20060046424,Raining
T20060046425,Raining
T20060046425,Strong winds
T20060046429,Raining
T20060046430,Raining
T20060046437,Clear
T20060046454,Raining
T20060046456,Clear
T20060046460,Clear
T20060046461,Clear
T20060046463,Not known
T20060046470,Clear
T20060046471,Clear
T20060046475,Clear
T20060046477,Clear
T20060046481,Clear
T20060046482,Not known
T20060046484,Clear
T20060046491,Raining
T20060046498,Clear
T20060046503,Clear
T20060046509,Clear
T20060046513,Clear
T20060046514,Clear
T20060046517,Clear
T20060046518,Clear
T20060046525,Clear
T20060046528,Raining
T20060046531,Raining
T20060046534,Clear
T20060046540,Clear
T20060046546,Clear
T20060046548,Clear
T20060046550,Raining
T20060046553,Clear
T20060046559,Clear
T20060046565,Clear
T20060046566,Clear
T20060046573,Clear
T20060046574,Clear
T20060046576,Clear
T20060046578,Clear
T20060046580,Clear
T20060046584,Clear
T20060046587,Clear
T20060046593,Clear
T20060046601,Clear
T20060046602,Clear
T20060046603,Clear
T20060046605,Clear
T20060046606,Clear
T20060046608,Clear
T20060046609,Clear
T20060046612,Clear
T20060046616,Clear
T20060046617,Raining
T20060046620,Clear
T20060046626,Clear
T20060046633,Clear
T20060046634,Clear
T20060046639,Clear
T20060046640,Smoke
T20060046641,Clear
T20060046645,Clear
T20060046647,Clear
T20060046650,Clear
T20060046651,Clear
T20060046655,Clear
T20060046658,Not known
T20060046665,Clear
T20060046673,Clear
T20060046678,Clear
T20060046681,Clear
T20060046682,Smoke
T20060046685,Clear
T20060046688,Clear
T20060046689,Clear
T20060046690,Clear
T20060046691,Clear
T20060046692,Clear
T20060046697,Clear
T20060046698,Clear
T20060046700,Clear
T20060046703,Clear
T20060046706,Clear
T20060046707,Clear
T20060046710,Clear
T20060046711,Clear
T20060046713,Clear
T20060046715,Clear
T20060046717,Clear
T20060046728,Clear
T20060046731,Clear
T20060046735,Clear
T20060046739,Clear
T20060046740,Clear
T20060046741,Clear
T20060046742,Clear
T20060046744,Clear
T20060046747,Clear
T20060046749,Clear
T20060046751,Clear
T20060046753,Clear
T20060046762,Clear
T20060046764,Clear
T20060046767,Clear
T20060046771,Not known
T20060046772,Clear
T20060046774,Clear
T20060046780,Clear
T20060046789,Clear
T20060046791,Clear
T20060046795,Clear
T20060046796,Clear
T20060046799,Smoke
T20060046803,Clear
T20060046804,Clear
T20060046805,Clear
T20060046806,Clear
T20060046812,Clear
T20060046816,Clear
T20060046817,Clear
T20060046820,Clear
T20060046822,Clear
T20060046823,Clear
T20060046824,Clear
T20060046831,Clear
T20060046836,Clear
T20060046845,Clear
T20060046849,Clear
T20060046852,Clear
T20060046856,Clear
T20060046862,Not known
T20060046866,Clear
T20060046867,Clear
T20060046870,Clear
T20060046872,Clear
T20060046873,Clear
T20060046877,Clear
T20060046882,Clear
T20060046887,Clear
T20060046902,Clear
T20060046904,Clear
T20060046905,Clear
T20060046906,Clear
T20060046907,Clear
T20060046910,Clear
T20060046911,Clear
T20060046912,Clear
T20060046925,Clear
T20060046926,Clear
T20060046929,Clear
T20060046931,Clear
T20060046937,Not known
T20060046945,Clear
T20060046947,Clear
T20060046949,Clear
T20060046951,Clear
T20060046952,Clear
T20060046953,Clear
T20060046954,Clear
T20060046959,Clear
T20060046960,Clear
T20060046968,Clear
T20060046972,Clear
T20060046973,Clear
T20060046975,Clear
T20060046985,Clear
T20060046991,Clear
T20060046998,Clear
T20060047002,Clear
T20060047008,Raining
T20060047009,Clear
T20060047010,Clear
T20060047011,Clear
T20060047023,Clear
T20060047025,Clear
T20060047032,Clear
T20060047033,Clear
T20060047043,Clear
T20060047044,Smoke
T20060047046,Smoke
T20060047047,Clear
T20060047050,Clear
T20060047051,Clear
T20060047064,Clear
T20060047079,Not known
T20060047080,Clear
T20060047090,Clear
T20060047097,Clear
T20060047105,Clear
T20060047110,Clear
T20060047112,Clear
T20060047113,Clear
T20060047114,Clear
T20060047118,Clear
T20060047119,Clear
T20060047124,Clear
T20060047127,Smoke
T20060047131,Not known
T20060047135,Clear
T20060047141,Clear
T20060047143,Clear
T20060047146,Clear
T20060047156,Clear
T20060047169,Smoke
T20060047170,Clear
T20060047174,Clear
T20060047182,Clear
T20060047183,Clear
T20060047184,Clear
T20060047186,Smoke
T20060047187,Smoke
T20060047190,Clear
T20060047194,Smoke
T20060047198,Clear
T20060047212,Smoke
T20060047214,Clear
T20060047215,Clear
T20060047217,Clear
T20060047224,Clear
T20060047237,Clear
T20060047246,Clear
T20060047247,Clear
T20060047255,Clear
T20060047259,Smoke
T20060047260,Clear
T20060047262,Clear
T20060047268,Clear
T20060047270,Clear
T20060047273,Clear
T20060047278,Clear
T20060047282,Dust
T20060047283,Clear
T20060047284,Clear
T20060047285,Clear
T20060047286,Clear
T20060047295,Clear
T20060047299,Smoke
T20060047303,Clear
T20060047305,Clear
T20060047308,Clear
T20060047318,Clear
T20060047320,Smoke
T20060047321,Clear
T20060047325,Clear
T20060047326,Smoke
T20060047330,Clear
T20060047331,Clear
T20060047332,Clear
T20060047333,Not known
T20060047338,Clear
T20060047348,Smoke
T20060047351,Clear
T20060047357,Clear
T20060047358,Clear
T20060047361,Clear
T20060047372,Smoke
T20060047377,Clear
T20060047380,Smoke
T20060047381,Clear
T20060047387,Clear
T20060047391,Smoke
T20060047394,Clear
T20060047395,Smoke
T20060047397,Smoke
T20060047403,Not known
T20060047409,Strong winds
T20060047410,Clear
T20060047415,Smoke
T20060047417,Clear
T20060047421,Clear
T20060047427,Clear
T20060047428,Clear
T20060047434,Clear
T20060047437,Clear
T20060047439,Clear
T20060047445,Clear
T20060047445,Strong winds
T20060047447,Clear
T20060047448,Clear
T20060047451,Clear
T20060047453,Clear
T20060047453,Dust
T20060047453,Strong winds
T20060047457,Clear
T20060047459,Smoke
T20060047462,Strong winds
T20060047467,Clear
T20060047467,Strong winds
T20060047468,Clear
T20060047478,Clear
T20060047478,Strong winds
T20060047480,Clear
T20060047484,Strong winds
T20060047485,Clear
T20060047492,Clear
T20060047493,Clear
T20060047494,Clear
T20060047496,Clear
T20060047498,Clear
T20060047498,Strong winds
T20060047499,Not known
T20060047501,Clear
T20060047503,Raining
T20060047503,Strong winds
T20060047504,Clear
T20060047505,Clear
T20060047510,Clear
T20060047513,Clear
T20060047520,Raining
T20060047538,Clear
T20060047539,Raining
T20060047540,Raining
T20060047541,Clear
T20060047546,Raining
T20060047548,Raining
T20060047548,Strong winds
T20060047549,Raining
T20060047550,Clear
T20060047556,Raining
T20060047556,Strong winds
T20060047557,Raining
T20060047564,Clear
T20060047571,Raining
T20060047573,Raining
T20060047575,Raining
T20060047575,Strong winds
T20060047576,Clear
T20060047581,Clear
T20060047585,Raining
T20060047598,Clear
T20060047605,Clear
T20060047616,Raining
T20060047627,Clear
T20060047632,Clear
T20060047636,Clear
T20060047640,Clear
T20060047642,Raining
T20060047643,Clear
T20060047644,Clear
T20060047645,Clear
T20060047656,Clear
T20060047662,Clear
T20060047666,Clear
T20060047674,Clear
T20060047679,Clear
T20060047680,Clear
T20060047682,Clear
T20060047689,Clear
T20060047693,Clear
T20060047707,Clear
T20060047709,Clear
T20060047710,Raining
T20060047718,Clear
T20060047721,Raining
T20060047726,Clear
T20060047727,Clear
T20060047729,Clear
T20060047743,Clear
T20060047747,Clear
T20060047754,Clear
T20060047760,Clear
T20060047763,Raining
T20060047764,Clear
T20060047765,Clear
T20060047768,Clear
T20060047768,Strong winds
T20060047771,Clear
T20060047772,Clear
T20060047773,Raining
T20060047781,Clear
T20060047783,Clear
T20060047784,Clear
T20060047787,Clear
T20060047789,Raining
T20060047794,Raining
T20060047799,Clear
T20060047804,Clear
T20060047815,Raining
T20060047816,Raining
T20060047816,Strong winds
T20060047846,Raining
T20060047848,Raining
T20060047849,Raining
T20060047853,Raining
T20060047855,Clear
T20060047857,Raining
T20060047858,Clear
T20060047863,Raining
T20060047865,Clear
T20060047871,Clear
T20060047876,Clear
T20060047880,Raining
T20060047880,Strong winds
T20060047885,Raining
T20060047890,Raining
T20060047894,Raining
T20060047894,Strong winds
T20060047898,Raining
T20060047899,Clear
T20060047903,Clear
T20060047910,Clear
T20060047915,Raining
T20060047916,Clear
T20060047917,Clear
T20060047925,Clear
T20060047928,Raining
T20060047931,Clear
T20060047933,Raining
T20060047936,Clear
T20060047941,Clear
T20060047944,Clear
T20060047946,Clear
T20060047961,Clear
T20060047968,Clear
T20060047973,Raining
T20060047977,Raining
T20060047980,Raining
T20060047981,Raining
T20060047983,Raining
T20060047985,Strong winds
T20060047987,Clear
T20060047987,Strong winds
T20060047988,Raining
T20060047989,Clear
T20060047992,Clear
T20060047995,Clear
T20060047998,Clear
T20060048001,Raining
T20060048006,Clear
T20060048010,Clear
T20060048015,Strong winds
T20060048028,Raining
T20060048031,Clear
T20060048034,Clear
T20060048037,Clear
T20060048038,Clear
T20060048044,Clear
T20060048047,Clear
T20060048050,Clear
T20060048052,Clear
T20060048054,Raining
T20060048055,Raining
T20060048060,Clear
T20060048062,Clear
T20060048067,Clear
T20060048069,Clear
T20060048080,Clear
T20060048082,Clear
T20060048090,Clear
T20060048092,Clear
T20060048097,Raining
T20060048098,Clear
T20060048100,Clear
T20060048101,Clear
T20060048102,Clear
T20060048104,Clear
T20060048109,Raining
T20060048111,Clear
T20060048112,Clear
T20060048120,Clear
T20060048122,Raining
T20060048128,Clear
T20060048137,Raining
T20060048138,Clear
T20060048139,Clear
T20060048139,Strong winds
T20060048142,Clear
T20060048143,Clear
T20060048146,Clear
T20060048150,Clear
T20060048155,Clear
T20060048159,Clear
T20060048160,Clear
T20060048170,Clear
T20060048183,Clear
T20060048187,Clear
T20060048192,Clear
T20060048194,Raining
T20060048197,Clear
T20060048200,Clear
T20060048201,Clear
T20060048205,Clear
T20060048206,Clear
T20060048207,Raining
T20060048209,Clear
T20060048215,Clear
T20060048216,Clear
T20060048218,Clear
T20060048219,Clear
T20060048222,Clear
T20060048226,Clear
T20060048230,Clear
T20060048238,Clear
T20060048244,Clear
T20060048253,Clear
T20060048256,Clear
T20060048257,Clear
T20060048259,Raining
T20060048269,Clear
T20060048270,Clear
T20060048274,Not known
T20060048276,Clear
T20060048277,Clear
T20060048279,Clear
T20060048280,Clear
T20060048282,Clear
T20060048283,Clear
T20060048291,Clear
T20060048293,Clear
T20060048300,Clear
T20060048312,Clear
T20060048315,Clear
T20060048316,Clear
T20060048319,Clear
T20060048321,Clear
T20060048335,Clear
T20060048338,Smoke
T20060048340,Smoke
T20060048341,Clear
T20060048346,Clear
T20060048352,Clear
T20060048359,Clear
T20060048361,Clear
T20060048363,Clear
T20060048366,Clear
T20060048367,Clear
T20060048368,Clear
T20060048371,Clear
T20060048372,Clear
T20060048376,Clear
T20060048379,Clear
T20060048394,Clear
T20060048395,Clear
T20060048397,Smoke
T20060048398,Clear
T20060048400,Raining
T20060048403,Clear
T20060048422,Clear
T20060048424,Clear
T20060048425,Clear
T20060048427,Clear
T20060048429,Clear
T20060048431,Clear
T20060048432,Not known
T20060048435,Clear
T20060048443,Clear
T20060048448,Clear
T20060048453,Clear
T20060048460,Clear
T20060048464,Clear
T20060048465,Clear
T20060048466,Clear
T20060048468,Clear
T20060048469,Clear
T20060048475,Clear
T20060048479,Clear
T20060048480,Clear
T20060048480,Strong winds
T20060048484,Clear
T20060048493,Clear
T20060048494,Clear
T20060048496,Clear
T20060048497,Clear
T20060048502,Clear
T20060048503,Raining
T20060048504,Clear
T20060048505,Clear
T20060048509,Raining
T20060048510,Raining
T20060048514,Raining
T20060048517,Clear
T20060048522,Clear
T20060048523,Clear
T20060048524,Clear
T20060048527,Clear
T20060048530,Clear
T20060048532,Clear
T20060048533,Clear
T20060048544,Raining
T20060048545,Clear
T20060048546,Clear
T20060048549,Clear
T20060048552,Clear
T20060048554,Clear
T20060048555,Clear
T20060048556,Raining
T20070000004,Clear
T20070000008,Clear
T20070000009,Clear
T20070000012,Clear
T20070000014,Clear
T20070000018,Clear
T20070000020,Raining
T20070000029,Clear
T20070000030,Clear
T20070000036,Clear
T20070000039,Clear
T20070000042,Clear
T20070000044,Clear
T20070000048,Clear
T20070000052,Clear
T20070000056,Clear
T20070000061,Clear
T20070000062,Raining
T20070000063,Clear
T20070000072,Clear
T20070000072,Strong winds
